"site.ID","sites.sitename","network","alt.names","super.site","city","state","country","lat","lon","masl","geography.notes","mat","min.temp","max.temp","map","climate.notes","soil.texture","sand","silt","clay","soil.classification","soil.notes","hydrology.notes","site.notes","geographic.area","biogeog","Koeppen","FAO.ecozone","site.ID.v1","measurement.refs","site.ref","ref.notes","lacks.info.from.ori.pub","loaded.from","loaded.by","potential_duplicate_group","potential_duplicate_group_parsed","confirmed.unique","potential_duplicate_group_manual","duplicate.notes","NEW_RECORD","GROA.site.ID"
3631,"Turumã-Mirim 1",NA,NA,NA,"NAC","Amazonas","Brazil",-2.796569,-60.152554,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2048",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2048
3632,"Turumã-Mirim 12",NA,NA,NA,"NAC","Amazonas","Brazil",-2.815155,-60.106359,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2049",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2049
3633,"Turumã-Mirim 18",NA,NA,NA,"NAC","Amazonas","Brazil",-2.799004,-60.106674,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2050",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2050
3634,"Turumã-Mirim 19",NA,NA,NA,"NAC","Amazonas","Brazil",-2.798581,-60.106514,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2051",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2051
3635,"Turumã-Mirim 20",NA,NA,NA,"NAC","Amazonas","Brazil",-2.817045,-60.104481,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2052",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2052
3636,"Turumã-Mirim 21",NA,NA,NA,"NAC","Amazonas","Brazil",-2.816963,-60.104897,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2053",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2053
3637,"Turumã-Mirim 22",NA,NA,NA,"NAC","Amazonas","Brazil",-2.790398,-60.125875,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2054",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2054
3638,"Turumã-Mirim 23",NA,NA,NA,"NAC","Amazonas","Brazil",-2.790535,-60.124866,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2055",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2055
3639,"Turumã-Mirim 24",NA,NA,NA,"NAC","Amazonas","Brazil",-2.79738,-60.105455,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2056",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2056
3640,"Turumã-Mirim 2",NA,NA,NA,"NAC","Amazonas","Brazil",-2.801333,-60.153363,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2057",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2057
3641,"Turumã-Mirim 3",NA,NA,NA,"NAC","Amazonas","Brazil",-2.803794,-60.154151,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2058",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2058
3642,"Turumã-Mirim 4",NA,NA,NA,"NAC","Amazonas","Brazil",-2.80602,-60.153937,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2059",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2059
3643,"Turumã-Mirim 5",NA,NA,NA,"NAC","Amazonas","Brazil",-2.818505,-60.159235,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2060",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2060
3644,"Turumã-Mirim 6",NA,NA,NA,"NAC","Amazonas","Brazil",-2.869266,-60.170369,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2061",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2061
3645,"Turumã-Mirim 7",NA,NA,NA,"NAC","Amazonas","Brazil",-2.834068,-60.159102,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2062",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2062
3646,"Turumã-Mirim 8",NA,NA,NA,"NAC","Amazonas","Brazil",-2.798048,-60.104611,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2063",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2063
3647,"Turumã-Mirim 9",NA,NA,NA,"NAC","Amazonas","Brazil",-2.793297,-60.115588,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2064",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2064
3648,"Turumã-Mirim 10",NA,NA,NA,"NAC","Amazonas","Brazil",-2.81284,-60.105894,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2065",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2065
3649,"Turumã-Mirim 11",NA,NA,NA,"NAC","Amazonas","Brazil",-2.814336,-60.106469,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2066",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2066
3650,"Turumã-Mirim 13",NA,NA,NA,"NAC","Amazonas","Brazil",-2.796142,-60.106183,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2067",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2067
3651,"Turumã-Mirim 14",NA,NA,NA,"NAC","Amazonas","Brazil",-2.796306,-60.106016,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2068",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2068
3652,"Turumã-Mirim 15",NA,NA,NA,"NAC","Amazonas","Brazil",-2.797307,-60.105431,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2069",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2069
3653,"Turumã-Mirim 16",NA,NA,NA,"NAC","Amazonas","Brazil",-2.797022,-60.105893,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2070",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2070
3654,"Turumã-Mirim 17",NA,NA,NA,"NAC","Amazonas","Brazil",-2.796158,-60.10586,"",NA,"NAC","NAC","NAC","2200",NA,"high clay","NaN","NaN","NaN","latosol",NA,NA,"GROA site.id #2071",NA,NA,NA,NA,NA,"Wandelli_2015_svic",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2071
3655,"Caiabai Farm",NA,NA,NA,"NAC","Mato Grosso","Brazil",-9.944444,-53.336111,"",NA,"24.5","NAC","NAC","2000",NA,"NAC","NAC","NAC","NAC","Latosols",NA,NA,"GROA site.id #13971",NA,NA,NA,NA,NA,"d'Oliveira_2011_fnra",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13971
3656,"Tapajós National Forest",NA,NA,NA,"NAC","Para","Brazil",-3.040833,-54.905278,"",NA,"25","NAC","NAC","1820",NA,"NAC","NAC","NAC","NAC","Latosols/Red Yellow Podzolic",NA,NA,"GROA site.id #2332",NA,NA,NA,NA,NA,"Silva_2016_faso",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2332
3657,"Tamanduá",NA,NA,NA,"NAC","Paraíba","Brazil",-6.995556,-37.323056,"",NA,"28","NAC","NAC","700",NA,"","NaN","NaN","NaN","Leptosol",NA,NA,"GROA site.id #2444",NA,NA,NA,NA,NA,"Costa_2014_rasb",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2444
3658,"El Ocote biosphere preserve",NA,NA,NA,"NAC","Chiapas","Mexico",16.955833,-93.630556,"740",NA,"NAC","NAC","NAC","2000",NA,"","NaN","NaN","NaN","Leptosols, Luvisols, Regosols",NA,NA,"GROA site.id #22",NA,NA,NA,NA,NA,"Orihuela-Belmonte_2013_csaa",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,22
3659,"Dzibilchaltun",NA,NA,NA,"NAC","Yucatan Peninsula","Mexico",21.1,-89.283333,"10",NA,"25.8","NAC","NAC","760",NA,"","NaN","NaN","NaN","lithic rendolls",NA,NA,"GROA site.id #426",NA,NA,NA,NA,NA,"Campo_2004_eonl",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,426
3660,"Nizanda.1",NA,NA,NA,"NAC","Oaxaca","Mexico",16.658333,-95.111111,"250",NA,"26","NAC","NAC","900",NA,"NAC","NAC","NAC","NAC","Lithosols",NA,NA,"GROA site.id #40",NA,NA,NA,NA,NA,"Lebrija-Trejos_2008_scar",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,40
3661,"Yucatán",NA,NA,NA,"NAC","Yucatan","Mexico",20.089444,-89.495833,"110",NA,"26","NAC","NAC","1100",NA,"clay","NaN","NaN","NaN","Lithosols, Luvisols, Cambisols",NA,NA,"GROA site.id #64",NA,NA,NA,NA,NA,"Dupuy_2012_paco",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,64
3662,"Andranolav",NA,NA,NA,"NAC","","Madagascar",-19.966667,44.6,"",NA,"26","NAC","NAC","791",NA,"","NaN","NaN","NaN","Luvisol",NA,NA,"GROA site.id #2116",NA,NA,NA,NA,NA,"Raharimalala_2012_qbos",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2116
3663,"Sobral",NA,NA,NA,"NAC","Ceara","Brazil",-3.683333,-40.333333,"",NA,"27","NAC","NAC","821",NA,"46.21.33","NaN","NaN","NaN","Luvisol",NA,NA,"GROA site.id #3767",NA,NA,NA,NA,NA,"de Aguiar_2013_dbpd",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,3767
3664,"Dawson Creek Forest District age sequence",NA,NA,NA,"NAC","British Columbia","Canada",55.48,-120.18,"",NA,"NAC","NAC","NAC","450",NA,"","NaN","NaN","NaN","Luvisol, Brunisol",NA,NA,"GROA site.id #6902",NA,NA,NA,NA,NA,"Wang_1995_aban",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,6902
3665,"Abandoned cropland",NA,NA,NA,"NAC","","Spain",40.05,-4.4,"450",NA,"15","NAC","NAC","480",NA,"62.23.15","NaN","NaN","NaN","luvisols",NA,NA,"GROA site.id #3529",NA,NA,NA,NA,NA,"Cuesta_2012_scpi",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,3529
3666,"Cuicateca",NA,NA,NA,"NAC","","Mexico",17.016667,-95.9,"1950",NA,"NAC","NAC","NAC","774",NA,"","NaN","NaN","NaN","luvisols",NA,NA,"GROA site.id #13957",NA,NA,NA,NA,NA,"Monreal_2005_amfm",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13957
3667,"Yucatan",NA,NA,NA,"NAC","Yucatan Peninsula","Mexico",20.089444,-89.495833,"110",NA,"26","NAC","NAC","1100",NA,"","NaN","NaN","NaN","luvisols, nitosols, cambisols, lithosols",NA,NA,"GROA site.id #2305",NA,NA,NA,NA,NA,"Hernandez-Stefanoni_2011_iols",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2305
3668,"Tigray",NA,NA,NA,"NAC","Tigray","Ethiopia",13.5,38.5,"2585",NA,"NAC","NAC","NAC","609",NA,"NAC","NAC","NAC","NAC","luvisols, regosols, cambisols, calcisols",NA,NA,"GROA site.id #2174",NA,NA,NA,NA,NA,"Mekuria_2011_roec",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2174
3669,"Coconino Kaibab 2 burn",NA,NA,NA,"NAC","Arizona","United States",35.302222,-111.590833,"2280",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","Mollic Eutroboralf",NA,NA,"GROA site.id #2090",NA,NA,NA,NA,NA,"Ross_2012_ecrl",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2090
3670,"Coconino Kaibab 11 burn",NA,NA,NA,"NAC","Arizona","United States",35.443611,-111.773889,"2314",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","Mollic Eutroboralf",NA,NA,"GROA site.id #2096",NA,NA,NA,NA,NA,"Ross_2012_ecrl",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2096
3671,"Coconino Kaibab 23 burn",NA,NA,NA,"NAC","Arizona","United States",35.350833,-111.934722,"2268",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","Mollic Eutroboralf",NA,NA,"GROA site.id #2098",NA,NA,NA,NA,NA,"Ross_2012_ecrl",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2098
3672,"Coconino Kaibab 30 burn",NA,NA,NA,"NAC","Arizona","United States",35.265556,-111.581944,"2190",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","Mollic Eutroboralf",NA,NA,"GROA site.id #2100",NA,NA,NA,NA,NA,"Ross_2012_ecrl",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2100
3673,"Young Pasture",NA,NA,NA,"NAC","US Virgin Islands","United States",17.739322,-64.784867,"45",NA,"26.4","NAC","NAC","1060",NA,"","NaN","NaN","NaN","Mollisols",NA,NA,"GROA site.id #3759",NA,NA,NA,NA,NA,"Atkinson_2015_lule",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,3759
3674,"Plantation Forest",NA,NA,NA,"NAC","US Virgin Islands","United States",17.736983,-64.753539,"127",NA,"26.4","NAC","NAC","1060",NA,"","NaN","NaN","NaN","Mollisols",NA,NA,"GROA site.id #13964",NA,NA,NA,NA,NA,"Atkinson_2015_lule",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13964
