site.id,study.id,site.sitename,site.state,site.country,lat_dec,long_dec,elevation,AMT,AMP,soil.classification
5301,11419,Tianlin Guangdong 12,,China,24.3,106.3,780,21.5,1200,NA
5303,11419,Tianlin Guangdong 14,,China,24.3,116.2,390,21.5,1200,NA
5388,11419,Xilin Guangxi 10,,China,24.3,105.28,1093,22.6,1600,NA
5390,11419,Xilin Guangxi 12,,China,24.3,105.33,930,22.6,1600,NA
5391,11419,Xilin Guangxi 13,,China,24.3,106.1,640,NA,NA,NA
5392,11419,Xilin Guangxi 14,,China,24.3,106.22,297,NA,NA,NA
4099,11419,He Guangxi 1,,China,24.37,111.77,475,NA,NA,NA
4332,11419,Lingyun Guangdong ,,China,24.37,106.46,1420,NA,NA,NA
5290,11419,Tianlin Guangdong 1,,China,24.37,105.75,639,NA,NA,NA
5295,11419,Tianlin Guangdong 6,,China,24.37,105.93,700,NA,NA,NA
5298,11419,Tianlin Guangdong 9,,China,24.37,105.99,750,NA,NA,NA
5304,11419,Tianlin Guangdong 15,,China,24.37,116.2,730,21.5,1200,NA
5306,11419,Tianlin Guangdong 17,,China,24.37,116.34,1340,21.5,1200,NA
5382,11419,Xilin Guangxi 4,,China,24.37,104.68,1220,22.6,1600,NA
5386,11419,Xilin Guangxi 8,,China,24.37,105.16,1055,22.6,1600,NA
5302,11419,Tianlin Guangdong 13,,China,24.4,106.3,1600,21.5,1200,NA
4373,11419,Lipu Guangxi ,,China,24.45,110.23,460,NA,NA,NA
4388,11419,Longlin Guangdong 1,,China,24.45,105.28,1028,NA,NA,NA
4389,11419,Longlin Guangdong 2,,China,24.45,105.39,1124,NA,NA,NA
5292,11419,Tianlin Guangdong 3,,China,24.45,105.87,708,NA,NA,NA
5299,11419,Tianlin Guangdong 10,,China,24.45,105.99,577,NA,NA,NA
5307,11419,Tianlin Guangdong 18,,China,24.45,116.34,1550,21.5,1200,NA
5385,11419,Xilin Guangxi 7,,China,24.45,105.1,1187,22.6,1600,NA
5387,11419,Xilin Guangxi 9,,China,24.45,105.16,837,22.6,1600,NA
5473,11419,Yishan Guangxi ,,China,24.5,108.8,195,NA,NA,NA
4101,11419,He Guangxi 3,,China,24.52,111.83,305,NA,NA,NA
4104,11419,He Guangxi 6,,China,24.52,111.95,390,NA,NA,NA
5291,11419,Tianlin Guangdong 2,,China,24.52,105.81,710,NA,NA,NA
5293,11419,Tianlin Guangdong 4,,China,24.52,105.87,930,NA,NA,NA
5296,11419,Tianlin Guangdong 7,,China,24.52,105.93,780,NA,NA,NA
5308,11419,Tianlin Guangdong 19,,China,24.52,116.4,1978,NA,NA,NA
4387,11419,Longlin Guangdong ,,China,24.58,104.86,1223,NA,NA,NA
5300,11419,Tianlin Guangdong 11,,China,24.58,105.99,1030,NA,NA,NA
5380,11419,Xilin Guangxi 2,,China,24.58,104.62,1042,22.6,1600,NA
5383,11419,Xilin Guangxi 5,,China,24.58,104.68,1172,22.6,1600,NA
5384,11419,Xilin Guangxi 6,,China,24.58,104.8,1005,22.6,1600,NA
4413,11419,Luzhai Guangxi ,,China,24.67,110.11,740,NA,NA,NA
5294,11419,Tianlin Guangdong 5,,China,24.67,105.87,840,NA,NA,NA
5379,11419,Xilin Guangxi 1,,China,24.67,104.57,921,NA,NA,NA
8926,11419,Ceheng Guizhou 2,,China,24.68,106,785,NA,NA,NA
4127,11419,Huaan Fujian ,,China,24.7,117.2,400,NA,NA,NA
4182,11419,Jianghua Hunan 1,,China,24.7,111.55,1120,NA,NA,NA
4069,11419,Gongcheng Guangxi 7,,China,24.73,111,710,NA,NA,NA
4102,11419,He Guangxi 4,,China,24.73,111.89,470,NA,NA,NA
4256,11419,Leye Guangxi 4,,China,24.73,106.34,1450,NA,NA,NA
4390,11419,Longlin Guangdong 3,,China,24.73,105.45,891,NA,NA,NA
5297,11419,Tianlin Guangdong 8,,China,24.73,105.93,520,NA,NA,NA
5305,11419,Tianlin Guangdong 16,,China,24.73,116.2,970,21.5,1200,NA
8927,11419,Ceheng Guizhou 3,,China,24.75,106,965,NA,NA,NA
8928,11419,Ceheng Guizhou 4,,China,24.75,106.08,855,NA,NA,NA
4067,11419,Gongcheng Guangxi 5,,China,24.8,110.94,885,NA,NA,NA
4070,11419,Gongcheng Guangxi 8,,China,24.8,111,1045,NA,NA,NA
4181,11419,Jianghua Hunan ,,China,24.8,111.5,500,NA,NA,NA
4252,11419,Leye Guangxi ,,China,24.8,106.23,710,NA,NA,NA
4254,11419,Leye Guangxi 2,,China,24.8,106.29,1011,NA,NA,NA
4440,11419,Nandan Guangxi 3,,China,24.8,107.41,407,NA,NA,NA
4072,11419,Gongcheng Guangxi 10,,China,24.88,111.12,103,NA,NA,NA
4130,11419,Huangjiang Guangxi 1,,China,24.88,108.09,400,NA,NA,NA
4136,11419,Huangjiang Guangxi 7,,China,24.88,108.39,730,NA,NA,NA
4258,11419,Leye Guangxi 6,,China,24.88,106.82,617,NA,NA,NA
4391,11419,Longlin Guangdong 4,,China,24.88,106.35,1036,NA,NA,NA
4392,11419,Longlin Guangdong 5,,China,24.88,106.41,980,NA,NA,NA
4183,11419,Jianghua Hunan 2,,China,24.9,111.7,521,NA,NA,NA
4185,11419,Jianghua Hunan 4,,China,24.9,112,500,NA,NA,NA
4418,11419,Mang mountain Hunan ,,China,24.9,112.8,700,20,1500,NA
5232,11419,Shixing Guangdong ,,China,24.9,114,500,NA,NA,NA
4051,11419,Fuchuan Guangxi 1,,China,24.95,111.18,1220,NA,NA,NA
4063,11419,Gongcheng Guangxi 1,,China,24.95,110.7,825,NA,NA,NA
4068,11419,Gongcheng Guangxi 6,,China,24.95,110.94,750,NA,NA,NA
4253,11419,Leye Guangxi 1,,China,24.95,106.23,955,NA,NA,NA
4255,11419,Leye Guangxi 3,,China,24.95,106.29,206,NA,NA,NA
4257,11419,Leye Guangxi 5,,China,24.95,106.64,952,NA,NA,NA
5477,11419,Yongfu Guangxi 2,,China,24.95,109.81,360,NA,NA,NA
5557,11419,Zhuzhou Hunan 2,,China,24.95,112.86,1050,NA,NA,NA
4184,11419,Jianghua Hunan 3,,China,24.98,111.95,455,NA,NA,NA
5555,11419,Zhuzhou Hunan ,,China,24.98,112.74,1110,NA,NA,NA
5556,11419,Zhuzhou Hunan 1,,China,24.98,112.82,910,NA,NA,NA
5558,11419,Zhuzhou Hunan 3,,China,24.98,112.98,1480,NA,NA,NA
4784,11419,Shanghang Fujian ,,China,25,116.4,750,NA,NA,NA
8925,11419,Ceheng Guizhou 1,,China,25,105.8,540,15.7,1300,NA
4064,11419,Gongcheng Guangxi 2,,China,25.02,110.7,500,NA,NA,NA
4190,11419,Jiangyong Hunan ,,China,25.02,110.96,910,NA,NA,NA
4409,11419,Luocheng Guangxi ,,China,25.02,108.62,800,NA,NA,NA
4410,11419,Luocheng Guangxi 1,,China,25.02,108.68,480,NA,NA,NA
5480,11419,Yongfu Guangxi 5,,China,25.02,109.97,604,NA,NA,NA
5327,11419,Wangmo Guizhou ,,China,25.03,106.12,885,NA,NA,NA
5328,11419,Wangmo Guizhou 1,,China,25.07,106.16,662,NA,NA,NA
5329,11419,Wangmo Guizhou 2,,China,25.07,106.24,680,NA,NA,NA
4052,11419,Fuchuan Guangxi 2,,China,25.1,111.3,460,NA,NA,NA
4065,11419,Gongcheng Guangxi 3,,China,25.1,110.7,600,NA,NA,NA
4066,11419,Gongcheng Guangxi 4,,China,25.1,110.76,900,NA,NA,NA
4128,11419,Huaan Fujian 1,,China,25.1,117.5,450,NA,NA,NA
4133,11419,Huangjiang Guangxi 4,,China,25.1,108.32,585,NA,NA,NA
4138,11419,Huangjiang Guangxi 9,,China,25.1,108.62,1002,NA,NA,NA
4240,11419,Lechang Guangdong ,,China,25.1,113.3,700,20.3,1503,NA
4323,11419,Lingchuan Guangxi 5,,China,25.1,110.58,1180,NA,NA,NA
4411,11419,Luocheng Guangxi 2,,China,25.1,108.74,740,NA,NA,NA
4731,11419,Rongan Guangxi ,,China,25.1,109.63,700,NA,NA,NA
5286,11419,Tiane Guangxi ,,China,25.1,106.59,380,NA,NA,NA
5330,11419,Wangmo Guizhou 3,,China,25.12,106.36,592,NA,NA,NA
3980,11419,Dali Yunnan 6,,China,25.15,99.67,2465,15.6,1384,NA
8912,11419,Anlong Guizhou,,China,25.15,105.29,1252,NA,NA,NA
4129,11419,Huangjiang Guangxi ,,China,25.17,108.02,680,NA,NA,NA
4324,11419,Lingchuan Guangxi 6,,China,25.17,110.58,630,NA,NA,NA
4325,11419,Lingchuan Guangxi 7,,China,25.17,110.64,550,NA,NA,NA
4750,11419,Rongshui Guangxi 2,,China,25.17,108.8,670,NA,NA,NA
4753,11419,Rongshui Guangxi 5,,China,25.17,108.92,650,NA,NA,NA
5475,11419,Yongfu Guangxi ,,China,25.17,109.69,480,NA,NA,NA
5479,11419,Yongfu Guangxi 4,,China,25.17,109.93,305,NA,NA,NA
4053,11419,Fumin Yunnan 1,,China,25.19,102.33,2300,NA,NA,NA
4191,11419,Jiangyong Hunan 1,,China,25.2,111.3,665,17.8,1300,NA
4194,11419,Jiangyong Hunan 4,,China,25.2,111.95,1332,NA,NA,NA
5544,11419,Zhangping Fujian ,,China,25.2,117.5,450,NA,NA,NA
4349,11419,Lipo Guizhou 3,,China,25.21,107.79,800,NA,NA,NA
4353,11419,Lipo Guizhou 7,,China,25.21,107.91,800,NA,NA,NA
4356,11419,Lipo Guizhou 10,,China,25.21,107.95,815,NA,NA,NA
4359,11419,Lipo Guizhou 13,,China,25.21,107.99,750,NA,NA,NA
5457,11419,Yangbi Yunnan 9,,China,25.22,99.91,1815,NA,NA,NA
4071,11419,Gongcheng Guangxi 9,,China,25.23,111,1200,NA,NA,NA
4079,11419,Guangyang Guangxi 2,,China,25.23,110.94,680,NA,NA,NA
4131,11419,Huangjiang Guangxi 2,,China,25.23,108.2,590,NA,NA,NA
4132,11419,Huangjiang Guangxi 3,,China,25.23,108.26,585,NA,NA,NA
4439,11419,Nandan Guangxi 2,,China,25.23,107.3,713,NA,NA,NA
4754,11419,Rongshui Guangxi 6,,China,25.23,108.92,690,NA,NA,NA
4755,11419,Rongshui Guangxi 7,,China,25.23,109.03,290,NA,NA,NA
4757,11419,Rongshui Guangxi 9,,China,25.23,109.09,285,NA,NA,NA
4348,11419,Lipo Guizhou 2,,China,25.25,107.71,774,NA,NA,NA
4357,11419,Lipo Guizhou 11,,China,25.25,107.95,790,NA,NA,NA
4360,11419,Lipo Guizhou 14,,China,25.25,107.99,850,NA,NA,NA
4362,11419,Lipo Guizhou 16,,China,25.25,108.02,800,NA,NA,NA
3976,11419,Dali Yunnan 2,,China,25.28,99.5,2257,15.6,1384,NA
3981,11419,Dali Yunnan 7,,China,25.28,99.68,2394,15.6,1384,NA
3983,11419,Dali Yunnan 9,,China,25.28,99.73,2488,15.6,1384,NA
3987,11419,Dali Yunnan 13,,China,25.28,99.79,1950,15.6,1384,NA
3988,11419,Dali Yunnan 14,,China,25.28,99.85,1951,15.6,1384,NA
4078,11419,Guangyang Guangxi 1,,China,25.3,110.76,810,NA,NA,NA
4134,11419,Huangjiang Guangxi 5,,China,25.3,108.32,660,NA,NA,NA
4192,11419,Jiangyong Hunan 2,,China,25.3,111.3,602,17.8,1300,NA
4351,11419,Lipo Guizhou 5,,China,25.3,107.87,900,NA,NA,NA
4437,11419,Nandan Guangxi ,,China,25.3,107.18,739,NA,NA,NA
4732,11419,Rongan Guangxi 1,,China,25.3,109.69,360,NA,NA,NA
4751,11419,Rongshui Guangxi 3,,China,25.3,108.86,710,NA,NA,NA
4756,11419,Rongshui Guangxi 8,,China,25.3,109.03,265,NA,NA,NA
4354,11419,Lipo Guizhou 8,,China,25.33,107.91,953,NA,NA,NA
3984,11419,Dali Yunnan 10,,China,25.37,99.74,2092,15.6,1384,NA
4365,11419,Lipo Guizhou 19,,China,25.37,108.06,600,NA,NA,NA
4369,11419,Lipo Guizhou 23,,China,25.37,108.14,650,NA,NA,NA
5458,11419,Yangbi Yunnan 10,,China,25.37,99.91,2200,NA,NA,NA
4322,11419,Lingchuan Guangxi 4,,China,25.38,110.52,525,NA,NA,NA
4438,11419,Nandan Guangxi 1,,China,25.38,107.19,941,NA,NA,NA
4749,11419,Rongshui Guangxi 1,,China,25.38,108.67,950,NA,NA,NA
4758,11419,Rongshui Guangxi 10,,China,25.38,109.15,1450,NA,NA,NA
4760,11419,Rongshui Guangxi 12,,China,25.38,109.33,622,NA,NA,NA
5287,11419,Tiane Guangxi 1,,China,25.38,107.01,530,NA,NA,NA
5288,11419,Tiane Guangxi 2,,China,25.38,107.13,820,NA,NA,NA
5476,11419,Yongfu Guangxi 1,,China,25.38,109.75,468,NA,NA,NA
5478,11419,Yongfu Guangxi 3,,China,25.38,109.87,460,NA,NA,NA
4361,11419,Lipo Guizhou 15,,China,25.4,107.99,700,NA,NA,NA
4363,11419,Lipo Guizhou 17,,China,25.4,108.02,760,NA,NA,NA
5569,11419,Ziyun Guizhou ,,China,25.4,106.36,1160,NA,NA,NA
3978,11419,Dali Yunnan 4,,China,25.43,99.62,2104,15.6,1384,NA
3982,11419,Dali Yunnan 8,,China,25.43,99.68,2645,15.6,1384,NA
3985,11419,Dali Yunnan 11,,China,25.43,99.74,2750,15.6,1384,NA
4347,11419,Lipo Guizhou 1,,China,25.43,107.67,970,NA,NA,NA
4370,11419,Lipo Guizhou 24,,China,25.43,108.14,850,NA,NA,NA
4412,11419,Luodian Guangxi ,,China,25.43,106.96,710,NA,NA,NA
5459,11419,Yangbi Yunnan 11,,China,25.43,99.91,2050,NA,NA,NA
4080,11419,Guangyang Guangxi 3,,China,25.45,111.24,960,NA,NA,NA
4135,11419,Huangjiang Guangxi 6,,China,25.45,108.32,1106,NA,NA,NA
4137,11419,Huangjiang Guangxi 8,,China,25.45,108.43,390,NA,NA,NA
4327,11419,Lingui Guangxi ,,China,25.45,109.81,693,NA,NA,NA
4328,11419,Lingui Guangxi 1,,China,25.45,109.93,1085,NA,NA,NA
4329,11419,Lingui Guangxi 2,,China,25.45,109.97,820,NA,NA,NA
4733,11419,Rongan Guangxi 2,,China,25.45,109.75,585,NA,NA,NA
4748,11419,Rongshui Guangxi ,,China,25.45,108.61,800,NA,NA,NA
4752,11419,Rongshui Guangxi 4,,China,25.45,108.91,1600,NA,NA,NA
4759,11419,Rongshui Guangxi 11,,China,25.45,109.27,410,NA,NA,NA
4776,11419,Sanjiang Guangxi ,,China,25.45,109.51,440,NA,NA,NA
4350,11419,Lipo Guizhou 4,,China,25.47,107.79,700,NA,NA,NA
4371,11419,Lipo Guizhou 25,,China,25.47,108.14,750,NA,NA,NA
3971,11419,Congjiang Guizhou 3,,China,25.5,108.45,750,NA,NA,NA
3997,11419,Dao Hunan,,China,25.5,111.5,582,NA,NA,NA
4193,11419,Jiangyong Hunan 3,,China,25.5,111.36,650,NA,NA,NA
4695,11419,Nvcheng Hunan 1,,China,25.5,113.78,510,NA,NA,NA
5450,11419,Yangbi Yunnan 2,,China,25.5,99.8,1600,NA,NA,NA
5455,11419,Yangbi Yunnan 7,,China,25.5,99.86,2300,NA,NA,NA
5460,11419,Yangbi Yunnan 12,,China,25.5,99.92,1700,NA,NA,NA
5462,11419,Yangbi Yunnan 14,,China,25.5,99.97,1700,NA,NA,NA
5514,11419,Yunlong Yunnan 2,,China,25.5,99.08,2957,12.8,1100,NA
5518,11419,Yunlong Yunnan 6,,China,25.5,99.14,2526,12.8,1100,NA
4368,11419,Lipo Guizhou 22,,China,25.52,108.1,800,NA,NA,NA
4372,11419,Lipo Guizhou 26,,China,25.52,108.14,800,NA,NA,NA
4081,11419,Guangyang Guangxi 4,,China,25.53,111.3,1280,NA,NA,NA
4319,11419,Lingchuan Guangxi 1,,China,25.53,110.28,190,NA,NA,NA
4346,11419,Lipo Guizhou ,,China,25.55,107.04,1500,NA,NA,NA
4352,11419,Lipo Guizhou 6,,China,25.55,107.88,1000,NA,NA,NA
4355,11419,Lipo Guizhou 9,,China,25.55,107.92,650,NA,NA,NA
4358,11419,Lipo Guizhou 12,,China,25.55,107.96,540,NA,NA,NA
4366,11419,Lipo Guizhou 20,,China,25.55,108.09,700,NA,NA,NA
3970,11419,Congjiang Guizhou 2,,China,25.58,108.33,1200,NA,NA,NA
3975,11419,Dali Yunnan 1,,China,25.58,99.38,2040,15.6,1384,NA
3979,11419,Dali Yunnan 5,,China,25.58,99.62,2340,15.6,1384,NA
3986,11419,Dali Yunnan 12,,China,25.58,99.74,2310,15.6,1384,NA
4157,11419,Hushui Yunnan ,,China,25.58,98.78,2900,13.1,1100,NA
4364,11419,Lipo Guizhou 18,,China,25.58,108.05,850,NA,NA,NA
4367,11419,Lipo Guizhou 21,,China,25.58,108.09,700,NA,NA,NA
4764,11419,Sandu Shanxi 2,,China,25.58,107.96,536,NA,NA,NA
5451,11419,Yangbi Yunnan 3,,China,25.58,99.8,1800,NA,NA,NA
5456,11419,Yangbi Yunnan 8,,China,25.58,99.86,2000,NA,NA,NA
5461,11419,Yangbi Yunnan 13,,China,25.58,99.92,2850,NA,NA,NA
4260,11419,Liancheng Fujian ,,China,25.6,116.9,918,NA,NA,NA
4318,11419,Lingchuan Guangxi ,,China,25.6,110.16,925,NA,NA,NA
4330,11419,Lingui Guangxi 3,,China,25.6,109.98,1680,NA,NA,NA
4395,11419,Longsheng Guangxi 2,,China,25.6,109.92,1720,NA,NA,NA
4725,11419,Quanzhou Guangxi ,,China,25.6,110.94,1256,NA,NA,NA
5396,11419,Xingan Guangxi 1,,China,25.6,109.87,600,NA,NA,NA
5399,11419,Xingan Guangxi 4,,China,25.6,110.34,550,NA,NA,NA
3969,11419,Congjiang Guizhou 1,,China,25.62,108.29,1400,NA,NA,NA
3989,11419,Dali Yunnan 15,,China,25.65,100.16,2590,15.6,1384,NA
5449,11419,Yangbi Yunnan 1,,China,25.65,99.74,2380,NA,NA,NA
5452,11419,Yangbi Yunnan 4,,China,25.65,99.8,1850,NA,NA,NA
5515,11419,Yunlong Yunnan 3,,China,25.65,99.08,2029,12.8,1100,NA
5524,11419,Yunlong Yunnan 12,,China,25.65,99.32,2560,12.8,1100,NA
4320,11419,Lingchuan Guangxi 2,,China,25.67,110.28,835,NA,NA,NA
4321,11419,Lingchuan Guangxi 3,,China,25.67,110.34,850,NA,NA,NA
4331,11419,Lingui Guangxi 4,,China,25.67,110.16,1320,NA,NA,NA
4777,11419,Sanjiang Guangxi 1,,China,25.67,109.57,330,NA,NA,NA
4778,11419,Sanjiang Guangxi 2,,China,25.67,110.1,390,NA,NA,NA
5395,11419,Xingan Guangxi ,,China,25.67,109.33,700,NA,NA,NA
5401,11419,Xingan Guangxi 6,,China,25.67,110.4,940,NA,NA,NA
4261,11419,Liancheng Fujian 1,,China,25.7,116.9,805,NA,NA,NA
5560,11419,Zixing Hunan ,,China,25.7,113.3,500,NA,NA,NA
3977,11419,Dali Yunnan 3,,China,25.72,99.5,2550,15.6,1384,NA
4024,11419,Dushan Guizhou 1,,China,25.72,107.52,1100,NA,NA,NA
4704,11419,Pingtang Guizhou 1,,China,25.72,107.2,860,NA,NA,NA
5448,11419,Yangbi Yunnan ,,China,25.72,99.68,2390,NA,NA,NA
5525,11419,Yunlong Yunnan 13,,China,25.72,99.32,2880,12.8,1100,NA
5528,11419,Yunlong Yunnan 16,,China,25.72,99.38,2020,12.8,1100,NA
5535,11419,Yunlong Yunnan 23,,China,25.72,99.62,2220,12.8,1100,NA
4736,11419,Rongjiang Guizhou 2,,China,25.73,108.17,600,NA,NA,NA
4404,11419,Longsheng Guangxi 11,,China,25.75,110.28,580,NA,NA,NA
4694,11419,Nvcheng Hunan ,,China,25.75,113.75,1139,NA,NA,NA
4762,11419,Sandu Shanxi ,,China,25.75,107.8,880,NA,NA,NA
4767,11419,Sandu Shanxi 5,,China,25.75,108.05,754,NA,NA,NA
4770,11419,Sandu Shanxi 8,,China,25.75,108.09,748,NA,NA,NA
5397,11419,Xingan Guangxi 2,,China,25.75,109.9,603,NA,NA,NA
5398,11419,Xingan Guangxi 3,,China,25.75,110,750,NA,NA,NA
5404,11419,Xingan Guangxi 9,,China,25.75,110.58,670,NA,NA,NA
5408,11419,Xingyi Guizhou ,,China,25.75,104.61,1186,NA,NA,NA
5562,11419,Zixing Hunan 2,,China,25.75,113.51,450,NA,NA,NA
4734,11419,Rongjiang Guizhou ,,China,25.77,108.13,851,NA,NA,NA
4737,11419,Rongjiang Guizhou 3,,China,25.77,108.17,610,NA,NA,NA
4005,11419,Datian Fujian,,China,25.8,117.5,490,NA,NA,NA
4735,11419,Rongjiang Guizhou 1,,China,25.8,108.13,757,NA,NA,NA
4739,11419,Rongjiang Guizhou 5,,China,25.8,108.29,501,NA,NA,NA
4768,11419,Sandu Shanxi 6,,China,25.8,108.05,637,NA,NA,NA
4771,11419,Sandu Shanxi 9,,China,25.8,108.09,618,NA,NA,NA
5453,11419,Yangbi Yunnan 5,,China,25.8,99.8,2500,NA,NA,NA
5463,11419,Yangbi Yunnan 15,,China,25.8,99.98,2900,NA,NA,NA
5516,11419,Yunlong Yunnan 4,,China,25.8,99.08,2790,12.8,1100,NA
5534,11419,Yunlong Yunnan 22,,China,25.8,99.56,2110,12.8,1100,NA
8938,11419,Changting Fujian,,China,25.8,116.3,400,NA,NA,NA
4393,11419,Longsheng Guangxi ,,China,25.82,109.8,450,NA,NA,NA
4396,11419,Longsheng Guangxi 3,,China,25.82,109.92,480,NA,NA,NA
5400,11419,Xingan Guangxi 5,,China,25.82,110.34,750,NA,NA,NA
5402,11419,Xingan Guangxi 7,,China,25.82,110.4,1100,NA,NA,NA
4705,11419,Pingtang Guizhou 2,,China,25.83,107.32,750,NA,NA,NA
4738,11419,Rongjiang Guizhou 4,,China,25.83,108.21,612,NA,NA,NA
4030,11419,Eryuan Yunnan 3,,China,25.87,99.62,2635,12.8,1100,NA
4032,11419,Eryuan Yunnan 5,,China,25.87,99.74,2400,NA,NA,NA
5517,11419,Yunlong Yunnan 5,,China,25.87,99.08,2103,12.8,1100,NA
5519,11419,Yunlong Yunnan 7,,China,25.87,99.14,1782,12.8,1100,NA
4397,11419,Longsheng Guangxi 4,,China,25.88,109.98,680,NA,NA,NA
4400,11419,Longsheng Guangxi 7,,China,25.88,110.16,370,NA,NA,NA
4401,11419,Longsheng Guangxi 8,,China,25.88,110.22,895,NA,NA,NA
5235,11419,Shuangpai Hunan 1,,China,25.88,111.76,430,NA,NA,NA
5403,11419,Xingan Guangxi 8,,China,25.88,110.46,840,NA,NA,NA
5454,11419,Yangbi Yunnan 6,,China,25.88,99.8,2700,NA,NA,NA
5566,11419,Ziyuan Guangxi 1,,China,25.88,110.4,1347,NA,NA,NA
3972,11419,Congjiang Guizhou 4,,China,25.9,108.88,456,NA,NA,NA
4025,11419,Dushan Guizhou 2,,China,25.9,107.68,1340,13.2,600,NA
4746,11419,Rongjiang Guizhou 12,,China,25.9,108.53,864,NA,NA,NA
5512,11419,Yunlong Yunnan ,,China,25.93,99.02,2925,12.8,1100,NA
5521,11419,Yunlong Yunnan 9,,China,25.93,99.26,2476,12.8,1100,NA
5532,11419,Yunlong Yunnan 20,,China,25.93,99.5,2665,NA,NA,NA
4335,11419,Liping Guizhou  1,,China,25.95,108.92,490,NA,NA,NA
4337,11419,Liping Guizhou  3,,China,25.95,108.96,780,NA,NA,NA
4394,11419,Longsheng Guangxi 1,,China,25.97,109.86,608,NA,NA,NA
4402,11419,Longsheng Guangxi 9,,China,25.97,110.22,930,NA,NA,NA
4405,11419,Longsheng Guangxi 12,,China,25.97,110.28,450,NA,NA,NA
5234,11419,Shuangpai Hunan ,,China,25.97,111.52,430,NA,NA,NA
5565,11419,Ziyuan Guangxi ,,China,25.97,110.34,410,NA,NA,NA
4740,11419,Rongjiang Guizhou 6,,China,25.98,108.32,645,NA,NA,NA
4057,11419,Fuzhou Fujian,,China,26,119.3,438,19.8,1450,NA
4399,11419,Longsheng Guangxi 6,,China,26,110.1,1020,NA,NA,NA
5313,11419,Tongdao Hunan 1,,China,26,109.7,500,NA,NA,NA
5510,11419,Yueliang mountain Guizhou ,,China,26,108,1420,NA,NA,NA
5567,11419,Ziyuan Guangxi 2,,China,26,110.6,719,NA,NA,NA
4028,11419,Eryuan Yunnan 1,,China,26.02,99.56,3285,NA,NA,NA
4033,11419,Eryuan Yunnan 6,,China,26.02,100.28,2206,NA,NA,NA
4334,11419,Liping Guizhou  ,,China,26.02,108.8,730,NA,NA,NA
4339,11419,Liping Guizhou  5,,China,26.02,109.24,910,NA,NA,NA
4344,11419,Liping Guizhou  10,,China,26.02,109.36,800,NA,NA,NA
4703,11419,Pingtang Guizhou ,,China,26.02,107.13,1090,NA,NA,NA
4763,11419,Sandu Shanxi 1,,China,26.02,107.93,810,NA,NA,NA
4772,11419,Sandu Shanxi 10,,China,26.02,108.12,1032,NA,NA,NA
4773,11419,Sandu Shanxi 11,,China,26.02,108.2,620,NA,NA,NA
5513,11419,Yunlong Yunnan 1,,China,26.02,99.02,2712,12.8,1100,NA
5520,11419,Yunlong Yunnan 8,,China,26.02,99.2,2728,12.8,1100,NA
5529,11419,Yunlong Yunnan 17,,China,26.02,99.38,2715,12.8,1100,NA
4403,11419,Longsheng Guangxi 10,,China,26.03,110.22,905,NA,NA,NA
4026,11419,Duyun Guizhou,,China,26.05,107.57,925,NA,NA,NA
4769,11419,Sandu Shanxi 7,,China,26.05,108.08,650,NA,NA,NA
4029,11419,Eryuan Yunnan 2,,China,26.08,99.56,3135,NA,NA,NA
4031,11419,Eryuan Yunnan 4,,China,26.08,99.62,2480,NA,NA,NA
4345,11419,Liping Guizhou  11,,China,26.08,109.4,780,NA,NA,NA
4747,11419,Rongjiang Guizhou 13,,China,26.08,108.6,1290,NA,NA,NA
4765,11419,Sandu Shanxi 3,,China,26.08,108,860,NA,NA,NA
4766,11419,Sandu Shanxi 4,,China,26.08,108.04,961,NA,NA,NA
5522,11419,Yunlong Yunnan 10,,China,26.08,99.26,2480,12.8,1100,NA
5526,11419,Yunlong Yunnan 14,,China,26.08,99.32,2225,12.8,1100,NA
4149,11419,Huishui Guizhou ,,China,26.1,106.6,1000,NA,NA,NA
4312,11419,Ling Hunan 3,,China,26.1,113.76,1300,NA,NA,NA
4398,11419,Longsheng Guangxi 5,,China,26.1,110.04,1144,NA,NA,NA
5405,11419,Xingkou Fujian ,,China,26.1,117.4,342,NA,NA,NA
5406,11419,Xingkou Fujian 1,,China,26.1,117.5,220,NA,NA,NA
5568,11419,Ziyuan Guangxi 3,,China,26.1,110.7,523,NA,NA,NA
3996,11419,Danzhai Guizhou 6,,China,26.12,108.08,922,NA,NA,NA
4250,11419,Leishan Guizhou 2,,China,26.12,108.2,570,NA,NA,NA
4113,11419,Heqing Yunnan 1,,China,26.15,100.16,2570,NA,NA,NA
4120,11419,Heqing Yunnan 8,,China,26.15,100.34,2284,NA,NA,NA
4336,11419,Liping Guizhou  2,,China,26.15,108.92,645,NA,NA,NA
5484,11419,Yongsheng Yunnan 3,,China,26.15,100.7,2329,NA,NA,NA
5523,11419,Yunlong Yunnan 11,,China,26.15,99.26,2960,12.8,1100,NA
5527,11419,Yunlong Yunnan 15,,China,26.15,99.32,2595,12.8,1100,NA
5533,11419,Yunlong Yunnan 21,,China,26.15,99.5,2340,NA,NA,NA
5561,11419,Zixing Hunan 1,,China,26.15,113.44,800,NA,NA,NA
4161,11419,Jianchuan Yunnan 3,,China,26.17,99.56,2860,NA,NA,NA
4164,11419,Jianchuan Yunnan 6,,China,26.17,99.62,3000,NA,NA,NA
4168,11419,Jianchuan Yunnan 10,,China,26.17,99.74,3146,NA,NA,NA
4150,11419,Huishui Guizhou 1,,China,26.18,106.65,1150,NA,NA,NA
