site.id,study.id,site.sitename,site.state,site.country,lat_dec,long_dec,elevation,AMT,AMP,soil.classification
2112,150,Maquipucuna,,Ecuador,0.083333,-78.616667,1200,18,3198,Andisols
2150,222,Tonaya/El Temazcal,Jalisco,Mexico,19.7,-103.9,990,NA,650,Regosols/Lithosols
2405,246,Upland area between Kinabalu/Crocker Range Park,Sabah,Malaysia,5.993611,116.461944,1150,19.5,2250,NA
3006,270,Siming Mountain,Zhejiang Province,China,29.758333,121.733333,NA,NA,1375,Ferralsols
2082,390,Mulun National Nature Reserve,Guangxi Zhuang Autonomous Region,China,25.15,107.983333,NA,16.9,1675,lithosols
319,414,Tomakomai,Hokkaido,Japan,42.733333,141.516667,125,7.6,1198,regosol
2153,557,Atherton Tablelands,,Australia,-17.425556,145.603611,775,NA,1670,ferrosols/dermosols
2504,661,Matupi,Chin,Myanmar,21.600833,93.449722,900,21,1454,fluvisol
3860,851,Lianjiabian F1,Gansu Province,China,36.036389,108.523056,1450,10,587,NA
3862,851,Lianjiabian F3,Gansu Province,China,36.049444,108.537222,1449,10,587,NA
3861,851,Lianjiabian F2,Gansu Province,China,36.051389,108.542222,1437,10,587,NA
3859,851,Lianjiabian S,Gansu Province,China,36.070556,108.533611,1354,10,587,NA
2079,851,Lianjiabian G1,Gansu Province,China,36.084444,108.526944,1348,10,587,NA
3858,851,Lianjiabian G2,Gansu Province,China,36.085833,108.5275,1365,10,587,NA
2332,856,Tapajós National Forest,Para,Brazil,-3.040833,-54.905278,NA,25,1820,Latosols/Red Yellow Podzolic
3816,995,Lianjiabian Forest Farm chronosequence 3,Gansu Province,China,35.833333,108.733333,1375,7.4,587,NA
3863,995,Zhifanggou watershed chronosequence 1/2,Shaanxi Province,China,36.775,109.25,1255,9.1,503,NA
2385,1000,Bibai,Hokkaido,Japan,43.266667,141.866667,210,6.4,1151,NA
2383,1000,Tohbetsu,Hokkaido,Japan,43.516667,141.633333,370,6.4,1151,NA
2382,1000,Ashibetsu,Hokkaido,Japan,43.616667,142.083333,550,6.4,1151,NA
2386,1000,Okoppe 2,Hokkaido,Japan,44.283333,142.95,190,6.4,1151,NA
2384,1000,Okoppe 1,Hokkaido,Japan,44.35,143.05,200,6.4,1151,NA
3628,1008,Kakamega Forest,,Kenya,0.258333,34.875,1600,25,1750,NA
2016,1026,Tapichalaca,NA,Ecuador,-4.5,-79.1,2250,18.7,1250,NA
2015,1026,Buenaventura,El Oro,Ecuador,-3.7,-79.7,659,22.5,1475,NA
2354,1031,Barangay Gaas,Leyte Island,Philippines,10.424794,123.752959,550,28,4000,Andisols
14,1097,Sao Paulo,NA,Brazil,-22.32,-47.57,NA,NA,1367,NA
15,1097,Serra do Cipo,,Brazil,-19.35,-43.62,NA,NA,1519,NA
7,1097,Cajueiro,,Brazil,-14.98,-43.9,NA,NA,840,NA
11,1097,Marques de Comillas,Chiapas,Mexico,16.33,-90.67,NA,NA,2250,NA
9,1097,Lacandona,,Mexico,16.54,-90.96,NA,NA,2500,NA
16,1097,Zona Norte,,Mexico,17.27,-91.66,NA,NA,2750,NA
8,1097,Chinantla,,Mexico,17.75,-96.65,NA,NA,3700,NA
3821,1222,Kambja,,Estonia,58.233333,26.733333,NA,NA,NA,Glossic-Podzoluviol
2302,1394,Mulinzi National Nature Reserve,Hubei Province,China,30.041667,110.133333,1598,15.5,1733,Alfisols
2175,1436,Moungmouay,Luang Prabang Province,Laos,20.271111,103.048611,600,21,1550,Ultisol
3867,1599,Lianjiabian S4,Gansu Province,China,36.049167,108.528056,1447,7.4,587,NA
2077,1599,Lianjiabian S0,Gansu Province,China,36.074167,108.418056,1482,7.4,587,NA
3865,1599,Lianjiabian S2,Gansu Province,China,36.081111,108.530556,1347,7.4,587,NA
3866,1599,Lianjiabian S3,Gansu Province,China,36.087778,108.529722,1329,7.4,587,NA
3864,1599,Lianjiabian S1,Gansu Province,China,36.088611,108.526667,1410,7.4,587,NA
2110,1636,Itatiaia,Rio de Janeiro,Brazil,-22.466944,-44.581111,NA,NA,NA,Ultisols/Oxisols
2061,1819,Turumã-Mirim 6,Amazonas,Brazil,-2.869266,-60.170369,NA,NA,2200,latosol
2062,1819,Turumã-Mirim 7,Amazonas,Brazil,-2.834068,-60.159102,NA,NA,2200,latosol
2060,1819,Turumã-Mirim 5,Amazonas,Brazil,-2.818505,-60.159235,NA,NA,2200,latosol
2052,1819,Turumã-Mirim 20,Amazonas,Brazil,-2.817045,-60.104481,NA,NA,2200,latosol
2053,1819,Turumã-Mirim 21,Amazonas,Brazil,-2.816963,-60.104897,NA,NA,2200,latosol
2049,1819,Turumã-Mirim 12,Amazonas,Brazil,-2.815155,-60.106359,NA,NA,2200,latosol
2066,1819,Turumã-Mirim 11,Amazonas,Brazil,-2.814336,-60.106469,NA,NA,2200,latosol
2065,1819,Turumã-Mirim 10,Amazonas,Brazil,-2.81284,-60.105894,NA,NA,2200,latosol
2059,1819,Turumã-Mirim 4,Amazonas,Brazil,-2.80602,-60.153937,NA,NA,2200,latosol
2058,1819,Turumã-Mirim 3,Amazonas,Brazil,-2.803794,-60.154151,NA,NA,2200,latosol
2057,1819,Turumã-Mirim 2,Amazonas,Brazil,-2.801333,-60.153363,NA,NA,2200,latosol
2050,1819,Turumã-Mirim 18,Amazonas,Brazil,-2.799004,-60.106674,NA,NA,2200,latosol
2051,1819,Turumã-Mirim 19,Amazonas,Brazil,-2.798581,-60.106514,NA,NA,2200,latosol
2063,1819,Turumã-Mirim 8,Amazonas,Brazil,-2.798048,-60.104611,NA,NA,2200,latosol
2056,1819,Turumã-Mirim 24,Amazonas,Brazil,-2.79738,-60.105455,NA,NA,2200,latosol
2069,1819,Turumã-Mirim 15,Amazonas,Brazil,-2.797307,-60.105431,NA,NA,2200,latosol
2070,1819,Turumã-Mirim 16,Amazonas,Brazil,-2.797022,-60.105893,NA,NA,2200,latosol
2048,1819,Turumã-Mirim 1,Amazonas,Brazil,-2.796569,-60.152554,NA,NA,2200,latosol
2068,1819,Turumã-Mirim 14,Amazonas,Brazil,-2.796306,-60.106016,NA,NA,2200,latosol
2071,1819,Turumã-Mirim 17,Amazonas,Brazil,-2.796158,-60.10586,NA,NA,2200,latosol
2067,1819,Turumã-Mirim 13,Amazonas,Brazil,-2.796142,-60.106183,NA,NA,2200,latosol
2064,1819,Turumã-Mirim 9,Amazonas,Brazil,-2.793297,-60.115588,NA,NA,2200,latosol
2055,1819,Turumã-Mirim 23,Amazonas,Brazil,-2.790535,-60.124866,NA,NA,2200,latosol
2054,1819,Turumã-Mirim 22,Amazonas,Brazil,-2.790398,-60.125875,NA,NA,2200,latosol
385,1879,Guzhou,Guangxi Province,China,24.908333,107.941667,508,19,1380,NA
13978,1945,Magog,Quebec,Canada,45.255988,-72.152457,220,NA,NA,NA
3538,1945,Roxton Falls,Quebec,Canada,45.569722,-72.531111,145,NA,NA,NA
13979,1945,St. Isidore,Quebec,Canada,46.5804,-71.088414,420,NA,NA,NA
2199,2046,Sungai Wain,East Kalimantan,Indonesia,-1.06,116.49,40,27,2250,Acrisols
3789,2058,Heshan,Guangdong Province,China,22.566667,112.833333,NA,22.3,1688,ultisol
3651,2148,Xishuangbanna National Tropical Rain Forest Reserve,Yunnan Province,China,21.85,100.766667,655,21.7,1512,latosol
13961,2161,Ninos Heroes,,Mexico,17.25,-91.4,NA,26.5,3500,NA
13959,2161,Rieles de San Jose,,Mexico,17.316667,-91.35,NA,26,3300,NA
13960,2161,Veteranos de la Revolucion,,Mexico,17.383333,-91.35,NA,26,3300,NA
2180,2161,Tila,,Mexico,17.45,-92.35,NA,22.1,3450,NA
2179,2161,La Cuchilla,,Mexico,17.783333,-91.216667,NA,28,1500,NA
13958,2161,Yumka,,Mexico,18,-92.816667,NA,26.9,2159,NA
3732,2236,BR-174,Amazonas,Brazil,-2.533333,-60.033333,NA,NA,NA,Oxisols/Ferralsols
3541,2236,Biological Dynamics of Forest Fragments Project,Amazonas,Brazil,-2.418611,-59.880833,NA,NA,NA,Oxisols/Ferralsols
441,2244,La Colision,Chubut,Argentina,-42.95,-71.5,990,NA,NA,NA
442,2244,La Torta,Chubut,Argentina,-42.85,-71.55,1140,NA,NA,NA
2287,2255,Juuka Mineral,North Carelia,Finland,63.05,29.666667,130,NA,NA,NA
2286,2255,Muhos Peatland,Ostrobothnia,Finland,64.866667,26.066667,75,NA,NA,NA
13964,2287,Plantation Forest,US Virgin Islands,United States,17.736983,-64.753539,127,26.4,1060,Mollisols
3759,2287,Young Pasture,US Virgin Islands,United States,17.739322,-64.784867,45,26.4,1060,Mollisols
13967,2287,Old Pasture,US Virgin Islands,United States,17.74495,-64.774928,9,26.4,1060,Mollisols
18,2298,Chamela-Cuixmala,Jalisco,Mexico,19.441667,-105,NA,24.6,788,NA
3662,2382,Alto Beni,,Bolivia,-15.605278,-67.251389,439,24.7,1402,"cambisols, lixisols, acrisols"
2161,2416,Tokaj Nagy-Hill,,Hungary,48.1175,21.38,247,8.5,617,cambisols
3723,2542,Neoboschi,Trentino,Italy,45.94584,11.25148,1150,7.2,1278,cambisols
3514,2735,Presidente Figueiredo DEGR,Amazonas,Brazil,-1.931111,-59.496389,56,NA,2550,Haplustox
304,2771,Parque Nacional Palo Verde: area de Conservacion Tempisque,Guanacaste,Costa Rica,10.383618,-85.334663,NA,NA,1444,NA
2444,2850,Tamanduá,Paraíba,Brazil,-6.995556,-37.323056,NA,28,700,Leptosol
2242,2963,Huron,Michigan,United States,44.57,-83.98,NA,6.2,7500,Frigid Typic Udipsamments and Frigid Entic Haplorthods
2243,2963,Ottawa,Michigan,United States,46.63,-89.25,NA,4.5,7700,Frigid Vertic Glossudalfs
2241,2963,Chippewa,Minnesota,United States,47.32,-94.55,NA,3.8,6400,Frigid Haplic Glossudalfs
19,3017,Molienda slash-and-burned forest recovery chronosequence,Pando,Bolivia,-11.441111,-69.158333,NA,NA,1800,NA
434,3037,Bawangling,Hainan Island,China,19.033333,109.108333,519,23.6,1677,NA
3703,3120,Caijiachuan watershed,Shanxi Province,China,36.266667,110.716667,1125,10,579,Carbonic acid cinnamon type
13981,3217,Lianjiabian Pas,Gansu Province,China,36.048611,108.529167,1432,10,587,calcareous cinnamon soil
13980,3217,Lianjiabian Ss,Gansu Province,China,36.082778,108.531389,1346,10,587,calcareous cinnamon soil
2273,3217,Lianjiabian Afs,Gansu Province,China,36.084722,108.5325,1357,10,587,calcareous cinnamon soil
2274,3217,Lianjiabian Hs,Gansu Province,China,36.088889,108.526944,1330,10,587,calcareous cinnamon soil
243,3452,Agua Salud,,Panama,9.216667,-79.783333,NA,NA,2700,oxisol
3884,3504,Sirchini Arable,,Russia,59.2,50.7,NA,1,550,Albeluvisol
3885,3504,Sirchini Chronosequence,,Russia,59.216667,50.433333,NA,1,550,Albeluvisol
2283,3510,Mwekera/Katanino,Copperbelt Province,Zambia,-13.208333,28.533333,1296,NA,1200,NA
310,3514,Bago Mountain swidden cultivation fallows chronosequence,Bago,Myanmar,18.875,95.875,350,27,1900,Ultisol
2122,3586,Miel NC2,Caldas,Colombia,5.553889,-74.9275,525,NA,5500,NA
2125,3586,Miel NC5,Caldas,Colombia,5.554167,-74.893056,530,NA,5500,NA
2124,3586,Miel NC4,Caldas,Colombia,5.561667,-74.913611,570,NA,5500,NA
2121,3586,Miel NC1,Caldas,Colombia,5.563333,-74.904167,600,NA,5500,NA
2123,3586,Miel NC3,Caldas,Colombia,5.565833,-74.9275,652,NA,5500,NA
2129,3586,San Carlos EA4,Antioquia,Colombia,6.204444,-74.851389,955,NA,3000,NA
2130,3586,San Carlos EA5,Antioquia,Colombia,6.220833,-74.85,790,NA,3000,NA
2128,3586,San Rafael EA3,Antioquia,Colombia,6.358889,-75.0075,1330,NA,3540,NA
2126,3586,San Rafael EA1,Antioquia,Colombia,6.373056,-75.025278,1300,NA,3540,NA
2127,3586,San Rafael EA2,Antioquia,Colombia,6.391944,-75.038889,1280,NA,3540,NA
3710,3646,Taihe County,Jiangxi Province,China,26.733333,115.066667,NA,18.6,1363,red clay
2401,3701,Degu’a Tembien,Tigray,Ethiopia,13.583333,39.1,2450,19,749,NA
3767,3748,Sobral,Ceara,Brazil,-3.683333,-40.333333,NA,27,821,Luvisol
22,3773,El Ocote biosphere preserve,Chiapas,Mexico,16.955833,-93.630556,740,NA,2000,"Leptosols, Luvisols, Regosols"
2229,3871,Xiaolongshan Mountain,Gansu Province,China,33.910556,106.195556,930,12.5,771,NA
386,3953,Foping,,China,33.558333,107.833333,1207,11.8,1075,yellow brown
3140,4045,Perloja Experimental Station,,Lithuania,54.166667,24.416667,NA,6.1,640,Arenosol
13978,4149,Magog,Quebec,Canada,45.255988,-72.152457,220,NA,NA,NA
3538,4149,Roxton Falls,Quebec,Canada,45.569722,-72.531111,145,NA,NA,NA
13979,4149,St. Isidore,Quebec,Canada,46.5804,-71.088414,420,NA,NA,NA
388,4241,Fire Arc,Roraima,Brazil,2.5,-61.375,140,NA,2000,NA
2116,4262,Andranolav,,Madagascar,-19.966667,44.6,NA,26,791,Luvisol
3826,4322,Jiuduhe,,China,40.358333,116.425,251,9,600,cinnamon
2100,4395,Coconino Kaibab 30 burn,Arizona,United States,35.265556,-111.581944,2190,NA,NA,Mollic Eutroboralf
2094,4395,Coconino Kaibab 7 burn,Arizona,United States,35.274722,-111.813056,2302,NA,NA,Typic Argiboroll
2092,4395,Coconino Kaibab 6 burn,Arizona,United States,35.295,-111.681111,2590,NA,NA,Eutric Glossoboralf
2090,4395,Coconino Kaibab 2 burn,Arizona,United States,35.302222,-111.590833,2280,NA,NA,Mollic Eutroboralf
2098,4395,Coconino Kaibab 23 burn,Arizona,United States,35.350833,-111.934722,2268,NA,NA,Mollic Eutroboralf
2096,4395,Coconino Kaibab 11 burn,Arizona,United States,35.443611,-111.773889,2314,NA,NA,Mollic Eutroboralf
13982,4395,Coconino Kaibab 34 burn,Arizona,United States,35.4475,-111.723056,2190,NA,NA,"Agriboroll, Vitrandic Ustochrept"
397,4404,El Rincon,Oaxaca,Mexico,17.375,-95.333333,1850,21,1719,"Dystrudepts, Udorthents"
2074,4457,Huanjiang succession,Guangxi Province,China,24.833333,107.916667,460,18.5,1389,Mollic inceptisols
2292,4476,Yellow Jacket,Arizona,United States,35.038056,-111.311111,1945,NA,461,Ustochrepts/Halplustalfs
2289,4476,Jacket,Arizona,United States,35.063889,-111.356944,1965,NA,457,Ustochrepts/Halplustalfs
2291,4476,Lizard,Arizona,United States,35.151111,-111.35,1905,NA,420,Ustochrepts/Halplustalfs
13984,4476,Arnold,Arizona,United States,35.196944,-111.458056,1955,NA,447,Ustochrepts/Halplustalfs
13985,4476,Red Butte west,Arizona,United States,35.798056,-112.02,1955,NA,324,Ustochrepts/Halplustalfs
13983,4476,Dillman,Arizona,United States,35.811944,-112.026944,1947,NA,321,Ustochrepts/Halplustalfs
2290,4476,Griffin,Arizona,United States,35.991944,-111.23,1940,NA,366,Ustochrepts/Halplustalfs
3575,4491,Chippewa National Forest chronosequence,Minnesota,United States,47.341,-94.207,NA,3.9,700,Entisols
7575,4581,Ansai Research Station,Shaanxi Province,China,36.776389,109.247778,1221,8.8,505,loess derived
2271,4757,Cofre de Perote,Veracruz,Mexico,19.5,-97.125,3075,9.6,913,Andisols
3572,4772,West Bengal,,India,26.716667,89,NA,NA,NA,"Inceptisols, Entisols"
2505,4810,Hinewai Reserve,,New Zealand,-43.833333,173.066667,135,NA,NA,NA
2506,4810,Queen Charlotte Wilderness/Cape Lambert,,New Zealand,-41.033333,174.266667,135,NA,NA,NA
3677,4833,Dormaa District,,Ghana,7.5,-3.5,665,NA,1450,"Ferralsols, Acrisols"
3901,4839,Sarapiqui,Heredia,Costa Rica,10.433333,-86.983333,NA,NA,NA,NA
3529,4869,Abandoned cropland,,Spain,40.05,-4.4,450,15,480,luvisols
2330,4923,Zafferana Etnea,Catania,Italy,37.684444,15.054444,750,14,1100,Volcanic
2325,4923,Santa Ninfa,Trapani,Italy,37.769167,12.875556,450,17,654,Clay
2329,4923,Maletto,Catania,Italy,37.827222,14.860833,1000,12.5,900,Volcanic
2328,4923,Giacalone,Palermo,Italy,38.033889,13.23,750,14.5,750,Limestone
13989,4923,Misilmeri,Palermo,Italy,38.04459,13.453355,250,18,700,Clay
2324,4923,Trappeto,Palermo,Italy,38.066389,13.045556,150,17.5,650,Sandstone/limestone
2327,4923,San Martino,Palermo,Italy,38.207222,15.391944,750,14.5,750,Limestone
2319,4923,Chiusa Pesio,Cuneo,Italy,44.187222,7.705833,900,12,1430,Sandstone/limestone
13987,4923,Faedis,Udine,Italy,46.151432,13.336507,800,13,2265,Sandstone/limestone
2320,4923,Forgaria del Friuli,Udine,Italy,46.222222,12.976389,800,13,2055,Sandstone/limestone
13988,4923,Taipana,Udine,Italy,46.250725,13.339259,600,8,2415,Sandstone/limestone
13986,4923,Trasaghis,Udine,Italy,46.287503,13.078102,1000,13,2130,Sandstone/limestone
3508,5152,Wanglang Nature Reserve,,China,32.925,104.041667,2678,2.2,813,brown soil
435,5196,Barito Ulu,Central Kalimantan,Indonesia,-1.1,114,150,NA,3800,ultisol
2154,5252,Zamtang,Sichuan Province,China,32.35,100.733333,3583,4.9,750,luvisols
2164,5278,Agua Salud,,Panama,9.207778,-79.748056,330,27,2300,NA
13971,5307,Caiabai Farm,Mato Grosso,Brazil,-9.944444,-53.336111,NA,24.5,2000,Latosols
13991,5317,Alekhin Central-Chernozem Biosphere 59,,Russia,51.5384,36.305483,NA,5.4,460,silty loamy loess
2254,5317,Alekhin Central-Chernozem Biosphere 8,,Russia,51.539167,36.075833,NA,5.4,460,silty loamy loess
2256,5317,Alekhin Central-Chernozem Biosphere Arable,,Russia,51.539167,36.073611,NA,5.4,460,silty loamy loess
2255,5317,Alekhin Central-Chernozem Biosphere 19,,Russia,51.550556,36.133889,NA,5.4,460,silty loamy loess
13990,5317,Alekhin Central-Chernozem Biosphere 37,,Russia,51.571517,36.086583,NA,5.4,460,silty loamy loess
2305,5380,Yucatan,Yucatan Peninsula,Mexico,20.089444,-89.495833,110,26,1100,"luvisols, nitosols, cambisols, lithosols"
3889,5457,UCI-1981,Manitoba,Canada,55.863056,-98.485,NA,NA,NA,NA
3886,5457,UCI-2003,Manitoba,Canada,55.898056,-98.216111,NA,NA,NA,NA
3891,5457,UCI-1930,Manitoba,Canada,55.905833,-98.524722,NA,NA,NA,NA
3890,5457,UCI-1964,Manitoba,Canada,55.911667,-98.382222,NA,NA,NA,NA
3888,5457,UCI-1989,Manitoba,Canada,55.916667,-98.964444,NA,NA,NA,NA
3887,5457,UCI-1998,Manitoba,Canada,56.635833,-99.948333,NA,NA,NA,NA
2156,5479,Ngogo,,Uganda,0.45,30.425,NA,NA,1707,NA
2174,5599,Tigray,Tigray,Ethiopia,13.5,38.5,2585,NA,609,"luvisols, regosols, cambisols, calcisols"
3871,5641,Cofre de Perote,Veracruz,Mexico,19.441111,-97.1225,3250,12.5,600,Andosols
2230,5747,Hamakua,Hawaii,United States,19.5,-155.25,300,23.3,320,Acrudoxic Hydrudands
298,5848,Niah Forest Reserve chronosequence 1/2,Sarawak,Malaysia,3.65,113.7,NA,27,2800,Ultisol
286,5876,Fazenda Vitoria,Para,Brazil,-2.983333,-47.516667,NA,NA,1800,Latosols
2158,5891,Mt. Norikura,Gifu,Japan,36.116667,137.383333,1160,9.1,2400,NA
3827,5962,Kuanba forest region,Sichuan Province,China,32.2,104.316667,1400,11,1187,NA
3681,5997,F1,,China,33.547778,107.818333,1075,11.8,1075,NA
3876,5997,F2,,China,33.552222,107.820833,1100,11.8,1075,NA
3500,5997,F3,,China,33.583889,107.843333,1202,11.8,1075,NA
3785,5997,H1,,China,33.584444,107.844722,1252,11.8,1075,NA
3516,5997,H2,,China,33.581944,107.841944,1233,11.8,1075,NA
3814,5997,H3,,China,33.561667,107.825278,1130,11.8,1075,NA
3791,5997,N1,,China,33.581667,107.841944,1280,11.8,1075,NA
3616,5997,N2,,China,33.5625,107.825556,1140,11.8,1075,NA
3799,5997,S1,,China,33.553333,107.8225,1098,11.8,1075,NA
3633,5997,S2,,China,33.587778,107.850556,1290,11.8,1075,NA
3745,5997,S3,,China,33.584722,107.844444,1251,11.8,1075,NA
3600,5997,S4,,China,33.5525,107.820833,1092,11.8,1075,NA
3577,5997,S5,,China,33.586389,107.849722,1269,11.8,1075,NA
13992,5997,N3,,China,33.589167,107.853611,1301,11.8,1075,NA
13993,5997,N4,,China,33.585556,107.85,1298,11.8,1075,NA
13994,5997,N5,,China,33.588889,107.851944,1276,11.8,1075,NA
13995,5997,N6,,China,33.589167,107.820556,1257,11.8,1075,NA
297,6058,Co Ma,Son La Province,Vietnam,21.383333,103.633333,1300,NA,1277,Ferralic Acrilsols
13972,6214,Ecological Benefits Monitoring Station,Hunan Province,China,29.433333,111.216667,563,16.7,1347,Cambisols
295,6412,Arroyo Negro,Campeche,Mexico,17.883333,-89.283333,180,25,1400,Lithosol-redzina
294,6412,Nicolas Bravo,Quintana Roo,Mexico,18.45,-88.933333,120,25,1150,Lithosol-redzina
293,6412,El Refugio,Campeche,Mexico,18.816667,-89.383333,250,25,890,Lithosol-redzina
36,6413,Palo Verde,,Costa Rica,10.35,-85.35,NA,25,1492,Ustropepts
37,6413,Santa Rosa,Guanacaste,Costa Rica,10.84,-85.62,540,25,1575,Ustropepts
3892,6416,Bonanza Creek Experimental Forest,Alaska,United States,64.8,-148,NA,-2.9,289,NA
39,6420,Sarapiqui,Heredia,Costa Rica,10.43,-83.98,120,26.5,3900,oxisols
3894,6450,Valday 20,,Russia,58.078056,33.325556,NA,3.2,714,NA
3895,6450,Valday 55,,Russia,58.081389,33.319444,NA,3.2,714,NA
3896,6450,Valday 100,,Russia,58.109167,33.320833,NA,3.2,714,NA
3893,6450,Valday 3,,Russia,58.273333,33.235556,NA,3.2,714,NA
2083,6521,Tiantong National Forest Park,Zhejiang Province,China,29.8,121.783333,200,16.2,1375,"red, yellow"
41,6559,Sierra de Cayey,Puerto Rico,United States,18.016667,-66.083333,640,21.5,2000,Hapludox
3649,6576,Delta NF,Mississippi,United States,32.880343,-90.787,NA,NA,NA,NA
2073,6588,El Eden Ecological Reserve,Yucatan Peninsula,Mexico,21.21,-87.182222,NA,24.2,1650,NA
399,6803,Aspen chronosequence RG,Wisconsin,United States,45.89176,-90.11872,540,3.9,896,spodosols
3877,6803,Aspen chronosequence YA,Wisconsin,United States,45.83322,-90.147173,540,3.9,896,spodosols
3878,6803,Aspen chronosequence IA,Wisconsin,United States,45.888083,-90.223483,540,3.9,896,spodosols
14006,6803,Mature northern hardwood MH,Wisconsin,United States,45.787825,-90.1159,540,3.9,896,spodosols
2046,6887,Sungai Wain,East Kalimantan,Indonesia,-1.06,116.49,40,NA,2400,NA
13968,6887,Samboja,East Kalimantan,Indonesia,-0.59,116.56,40,NA,2400,NA
3572,6952,West Bengal,,India,26.716667,89,NA,NA,NA,"Inceptisol, Entisol"
41,6996,Sierra de Cayey,Puerto Rico,United States,18.016667,-66.083333,640,21.5,2000,oxisols
393,7005,Guizhou Academy of Forestry,Guizhou Province,China,26.8,106.75,1167,12.8,1100,Ultisols
40,7037,Nizanda,Oaxaca,Mexico,16.658333,-95.111111,250,26,900,Lithosols
2403,7176,Doi Inthanon,Chiang Mai Province,Thailand,18.55,98.516667,1208,21.1,1908,NA
3570,7212,Ecological Benefit Monitoring Station,Hunan Province,China,27.083333,112.3,117,17.9,1237,Udic Cambisol
414,7216,C-2.6,Sarapiqui,Costa Rica,10.6,-84.166667,195,26,4000,Ultisol
415,7216,C-2.8,Sarapiqui,Costa Rica,10.616667,-84.183333,195,26,4000,Ultisol
425,7216,SF-33,Sarapiqui,Costa Rica,10.65,-84.216667,195,26,4000,Inceptisol
423,7216,SF-23,Sarapiqui,Costa Rica,10.666667,-84.183333,195,26,4000,Ultisol
421,7216,SF-20,Sarapiqui,Costa Rica,10.683333,-84.05,195,26,4000,Ultisol
13969,7216,P1,Sarapiqui,Costa Rica,10.7,-84.166667,195,26,4000,Ultisol
410,7216,P4,Sarapiqui,Costa Rica,10.716667,-84.1,195,26,4000,Ultisol
424,7216,SF-28,Sarapiqui,Costa Rica,10.716667,-84.05,195,26,4000,Ultisol
13970,7216,P2,Sarapiqui,Costa Rica,10.716667,-84.133333,195,26,4000,Ultisol
420,7216,SF-17,Sarapiqui,Costa Rica,10.75,-84.116667,195,26,4000,Ultisol
412,7216,SF-11/SF-22/P3,Sarapiqui,Costa Rica,10.766667,-84.1,195,26,4000,Ultisol
419,7216,SF-15,Sarapiqui,Costa Rica,10.766667,-84.016667,195,26,4000,Ultisol
416,7216,C-7,Sarapiqui,Costa Rica,10.783333,-84.1,195,26,4000,Ultisol
417,7216,SF-8,Sarapiqui,Costa Rica,10.783333,-84.083333,195,26,4000,Ultisol
2086,7276,N'hambita,Sofala Province,Mozambique,-18.978889,34.176944,NA,NA,690,NA
3741,7280,Acacia mangium plantation,Sumatra,Indonesia,-3.5,103.75,130,29,2520,acrisols
398,7333,Universidade Federal Rural da Amazonia,Para,Brazil,-1.316667,-47.95,NA,NA,2740,Latosol
3501,7582,Hallormsstardu,,Iceland,65.083333,-14.733333,NA,3.4,735,Andosols
314,7614,Manaus BR-174,Amazonas,Brazil,-2.45,-60.05,100,26.7,2200,Ferrasols
41,7632,Sierra de Cayey,Puerto Rico,United States,18.016667,-66.083333,640,21.5,2000,Oxisols
238,7698,Ipetí–Emberá,Panama Province,Panama,8.958333,-78.533333,175,25,2250,"Ultisols, Alfisols"
444,7716,La Palma,Canary Islands,Spain,28.566817,-17.844876,1100,13.6,960,Andisols
3140,7727,Perloja Experimental Station,NA,Lithuania,54.166667,24.416667,110,6.2,682,arenosols
2417,7948,El Refugio,Campeche,Mexico,18.816667,-89.45,NA,25,900,Rendzina
2304,7995,Bukit Soeharto Education Forest,East Kalimantan,Indonesia,-0.866667,117.016667,55,NA,2000,ultisols
303,8082,Niah River Chronosequence III,Sarawak,Malaysia,3.583333,113.583333,NA,26.57,3749,NA
3683,8167,Val Canali,Southern Alps,Italy,46.2,11.833333,1325,6.2,1466,Cambisol
3566,8167,Valsorda,Southern Alps,Italy,46.216667,11.7,1295,5.9,1350,Cambisol
3686,8167,Kienberg,Central Alps,Italy,46.783333,11.85,1175,5.8,815,Cambisol
3695,8167,Aiarei,Central Alps,Italy,46.8,11.883333,1737,4.1,970,"Cambisol, Luvisol"
3784,8167,Vilstal,Northern Alps,Germany,47.583333,10.5,1087,6.8,1370,Cambisol
3897,8254,eastern Iceland,,Iceland,65.208333,-15.15,75,3.4,738,Andosols
42,8257,Providencia,,Colombia,13.352785,-81.370759,183,27.6,1584,NA
3557,8304,Lynes Creek,British Columbia,Canada,52.323056,-122.105,NA,3.4,460,Orthic Dystric Brunisol
2165,8366,Tapajos National Park,Para,Brazil,-3.19,-54.93,NA,26,1775,NA
291,8376,Manaus,Amazonas,Brazil,-3,-60,135,26.7,2180,Oxisols
3570,8429,Ecological Benefit Monitoring Station,Hunan Province,China,27.083333,112.3,117,17.9,1237,cambisols
2318,8474,Yotao I,Oaxaca,Mexico,17.372112,-96.340678,1850,21,1719,Entisols
3879,8474,Yotao II,Oaxaca,Mexico,17.372246,-96.346965,1850,21,1719,Inceptisols
3880,8474,Juquila I,Oaxaca,Mexico,17.343912,-96.293467,1850,21,1719,Entisols
3881,8474,Juquila II,Oaxaca,Mexico,17.343654,-96.287935,1850,21,1719,Inceptisols
3882,8474,Tanetze I,Oaxaca,Mexico,17.360589,-96.268276,1850,21,1719,Entisols
3883,8474,Tanetze II,Oaxaca,Mexico,17.359838,-96.27029,1850,21,1719,Inceptisols
13996,8474,Yotao III,Oaxaca,Mexico,17.333056,-96.350927,1850,21,1719,Inceptisols
