"","measurement.id","plot.id","site.id","study.id","refor.type","prior","stand.age","variables.name","mean_ha","max_depth","bulk_density"
"720",13351,9305,13987,4923,"SNR","PA",47,"SOC",48,30,NA
"721",13354,9306,13988,4923,"PA","PA",0,"SOC",106.7,30,NA
"722",13353,9306,13988,4923,"SNR","PA",67,"SOC",72.6,30,NA
"723",13356,9307,13989,4923,"C","C",0,"SOC",59.8,30,NA
"724",13355,9307,13989,4923,"SNR","C",35,"SOC",97.7,30,NA
"725",13361,9308,3508,5152,"SNR","PA/H",48,"SOC",165.9,10,NA
"726",13368,9309,3508,5152,"SNR","PA/H",80,"SOC",222.5,10,NA
"727",13374,9310,13991,5317,"SNR","C",59,"soil_perC",16.34,10,1.04
"728",13490,9311,13990,5317,"SNR","C",37,"soil_perC",21.56,10,1.07
"729",13379,9312,13992,5997,"SNR","C",45,"soil_perC",3.26,20,1.08
"730",13380,9313,13993,5997,"SNR","C",50,"soil_perC",3.64,20,0.79
"731",13381,9314,13994,5997,"SNR","C",70,"soil_perC",4.82,20,0.8
"732",13382,9315,13995,5997,"SNR","C",100,"soil_perC",4.23,20,0.68
"733",13393,9316,2083,6521,"SNR","H",35,"soil_perC",2,20,1.4
"734",13394,9317,2083,6521,"SNR","D",45,"soil_perC",4.5,20,1.3
"735",13395,9318,41,6559,"SNR","PA",60,"SOC",97.8,10,NA
"736",13396,9319,41,6559,"SNR","PA",80,"SOC",106.9,10,NA
"737",13403,9320,14006,6803,"SNR","H/D",73,"SOC",95.1,10,NA
"738",13407,9321,41,6996,"SNR","PA",60,"SOC",98,100,NA
"739",13408,9322,41,6996,"SNR","PA",80,"SOC",107,100,NA
"740",13413,9324,3501,7582,"SNR","PA",97,"soil_perC",10.62,10,0.28
"741",13417,9325,3695,8167,"SNR","PA",37,"SOC",55.9,50,NA
"742",13423,9327,3566,8167,"SNR","PA",47,"SOC",60.8,50,NA
"743",13426,9328,3695,8167,"SNR","PA",54,"SOC",53.2,50,NA
"744",13429,9329,3566,8167,"SNR","PA",62,"SOC",82.1,50,NA
"745",13432,9330,13996,8474,"SNR","SC",45,"soil_perC",18,20,0.6
"746",13434,9331,13997,8474,"SNR","SC",75,"soil_perC",15,20,0.7
"747",13436,9332,13998,8474,"SNR","SC",100,"soil_perC",12.5,20,1.4
"748",13438,9333,13999,8474,"SNR","SC",45,"soil_perC",16.4,20,0.4
"749",13440,9334,14000,8474,"SNR","SC",75,"soil_perC",13.1,20,0.7
"750",13442,9335,14001,8474,"SNR","SC",100,"soil_perC",15.1,20,0.6
"751",13444,9336,14002,8474,"SNR","SC",45,"soil_perC",19.6,20,0.3
"752",13446,9337,14004,8474,"SNR","SC",100,"soil_perC",14,20,0.4
"753",13448,9338,14003,8474,"SNR","SC",75,"soil_perC",16.2,20,0.5
"754",13454,9342,3594,9017,"SNR","H",61,"SOC",273.4,50,NA
"755",13455,9343,3594,9017,"SNR","H",61,"SOC",325.8,50,NA
"756",13456,9344,3594,9017,"SNR","H",61,"SOC",356.5,50,NA
"757",13457,9345,2259,9199,"SNR","SC",40,"soil_perC",2.93,5,1.12
"758",13462,9348,2145,9835,"SNR","F",35,"SOC",93.6,10,NA
"759",13467,9349,2145,9835,"SNR","F",55,"SOC",84.7,10,NA
"760",13471,9350,3774,9956,"SNR","H",40,"SOC",184,40,NA
"761",13486,9352,2081,10854,"SNR","C",37,"soil_perC",0.93,15,1.4
"762",13487,9353,2081,10854,"SNR","C",55,"soil_perC",1.09,15,1.29
"763",13488,9354,2081,10854,"SNR","C",62,"soil_perC",1.66,15,1.26
"764",13504,9355,2082,390,"SNR","C",10,"SOC",33.6,15,NA
"765",13505,9356,2082,390,"SNR","C",10,"SOC",36.5,15,NA
"766",13506,9357,2082,390,"SNR","C",10,"SOC",40.8,15,NA
"767",13507,9358,2082,390,"SNR","C",10,"SOC",41.6,15,NA
"768",13508,9359,2082,390,"SNR","C",10,"SOC",44.9,15,NA
"769",13509,9360,2082,390,"SNR","C",10,"SOC",47.3,15,NA
"770",13510,9361,2082,390,"SNR","C",29,"SOC",52.5,15,NA
"771",13511,9362,2082,390,"SNR","C",29,"SOC",55.2,15,NA
"772",13512,9363,2082,390,"SNR","C",29,"SOC",58.4,15,NA
"773",13513,9364,2082,390,"SNR","C",29,"SOC",84.6,15,NA
"774",13514,9365,2082,390,"SNR","C",29,"SOC",89.8,15,NA
"775",13515,9366,2082,390,"SNR","C",29,"SOC",94.6,15,NA
"776",13516,9367,2082,390,"SNR","C",54,"SOC",116,15,NA
"777",13517,9368,2082,390,"SNR","C",54,"SOC",114.9,15,NA
"778",13518,9369,2082,390,"SNR","C",54,"SOC",97.7,15,NA
"779",13519,9370,2082,390,"SNR","C",54,"SOC",85.1,15,NA
"780",13520,9371,2082,390,"SNR","C",54,"SOC",84.1,15,NA
"781",13521,9372,2082,390,"SNR","C",54,"SOC",75,15,NA
"782",1026,9376,3651,2148,"SNR","",5,"soil_perC",6.011,10,1.36
"783",179,9377,2153,557,"PA","PA",0,"SOC",71.7,30,NA
"784",177,9378,2153,557,"PA","PA",0,"SOC",57.6,30,NA
"785",175,9379,2153,557,"PA","PA",0,"SOC",48.3,30,NA
"786",186,9380,2153,557,"SNR","PA",20,"SOC",47.9,30,NA
"787",185,9381,2153,557,"SNR","PA",20,"SOC",42.4,30,NA
"788",194,9382,2153,557,"SNR","PA",34,"SOC",37.2,30,NA
"789",195,9383,2153,557,"SNR","PA",34,"SOC",44.8,30,NA
"790",196,9384,2153,557,"SNR","PA",34,"SOC",50,30,NA
"791",197,9385,2153,557,"SNR","PA",34,"SOC",61.8,30,NA
"792",201,9386,2153,557,"SNR","PA",47,"SOC",68.6,30,NA
"793",202,9387,2153,557,"SNR","PA",47,"SOC",75,30,NA
"794",203,9388,2153,557,"SNR","PA",47,"SOC",87.9,30,NA
"795",180,9389,2153,557,"PA","PA",0,"SOC",75.7,30,NA
"796",181,9390,2153,557,"PA","PA",0,"SOC",82.7,30,NA
"797",2317,9391,41,6996,"SNR","PA",10,"SOC",147,100,NA
"798",2318,9392,41,6996,"SNR","PA",20,"SOC",112,100,NA
"799",2319,9393,41,6996,"SNR","PA",30,"SOC",100,100,NA
"800",3589,9395,2261,10007,"SNR","C",4,"SOC",270,2.5,NA
"801",3596,9396,2261,10007,"SNR","C/PA",8,"SOC",140,2.5,NA
"802",5718,9413,2391,11305,"SNR","PA",99,"SOC",58.7,20,NA
"803",5719,9414,2391,11305,"SNR","PA",99,"SOC",45.2,20,NA
"804",5720,9415,2391,11305,"SNR","PA",99,"SOC",33.1,70,NA
"805",5721,9416,2391,11305,"SNR","PA",99,"SOC",31.2,70,NA
"806",13563,9417,3651,2148,"SNR","",5,"soil_perC",6.17,10,1.34
"807",13573,9418,3651,2148,"SNR","",30,"soil_perC",13.276,10,0.91
"808",1521,9419,397,4404,"SNR","SC",15,"soil_perC",8.1,40,NA
"809",13489,9420,397,4404,"SNR","SC",75,"soil_perC",8.9,40,NA
"810",13503,9421,397,4404,"SNR","SC",45,"soil_perC",11,40,NA
"811",1031,9422,3651,2148,"SNR","",30,"soil_perC",9.68,10,1.25
"812",13558,9423,3651,2148,"SNR","",5,"soil_perC",7.355,10,1.26
"813",13568,9424,3651,2148,"SNR","",30,"soil_perC",11.525,10,1.12
"814",9426,9425,3651,2148,"SNR","",5,"soil_perC",6.17,10,1.34
"815",15477,9426,3651,2148,"SNR","",30,"soil_perC",13.276,10,0.91
"816",3444,9427,3781,9813,"SNR","D",7,"soil_perC",4.68,15,NA
"817",3447,9428,3781,9813,"SNR","D",11,"soil_perC",4.06,15,NA
