"FROM","site.ID","sites.sitename","network","alt.names","super.site","city","state","country","lat","lon","masl","geography.notes","mat","min.temp","max.temp","map","climate.notes","soil.texture","sand","silt","clay","soil.classification","soil.notes","hydrology.notes","site.notes","geographic.area","biogeog","Koeppen","FAO.ecozone","site.ID.v1","measurement.refs","site.ref","ref.notes","lacks.info.from.ori.pub","loaded.from","loaded.by","potential_duplicate_group","potential_duplicate_group_parsed","confirmed.unique","potential.duplicates.manual","duplicate.notes","NEW_RECORD","OLD_RECORD"
"GROA",2571,"SAT 1000",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4319,-84.0218,"76",NA,"25.1","NAC","NAC","3892",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13930",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1642,"SAT 900",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4315,-84.0205,"74",NA,"25.2","NAC","NAC","3892",NA,"NAC","NAC","NAC","NAC","Inceptisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1286,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,FALSE
"GROA",2570,"SAT 900",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4315,-84.0205,"74",NA,"25.2","NAC","NAC","3892",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13928",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1673,"SHO 750",NA,NA,NA,"NAC","Heredia","Costa Rica",10.417,-84.0036,"70",NA,"25.2","NAC","NAC","3892",NA,"NAC","NAC","NAC","NAC","Inceptisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1292,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,FALSE
"GROA",2565,"SHO 750",NA,NA,NA,"NAC","Heredia","Costa Rica",10.417,-84.0036,"70",NA,"25.2","NAC","NAC","3892",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13934",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",2355,"Sierra de Cayey",NA,NA,NA,"NAC","Puerto Rico","United States",18.016667,-66.083333,"640",NA,"21.5","NAC","NAC","2000",NA,"","NaN","NaN","NaN","Hapludox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 41",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,FALSE
"GROA",2365,"Sierra de Cayey",NA,NA,NA,"NAC","Puerto Rico","United States",18.016667,-66.083333,"640",NA,"21.5","NAC","NAC","2000",NA,"","NaN","NaN","NaN","oxisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 41",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"GROA",2389,"Sierra de Cayey",NA,NA,NA,"NAC","Puerto Rico","United States",18.016667,-66.083333,"640",NA,"21.5","NAC","NAC","2000",NA,"","NaN","NaN","NaN","Oxisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 41",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1683,"Sipitang",NA,NA,"","NAC","Sabah","Malaysia",5.0792,115.5508,"700",NA,"NAC","NAC","NAC","3352",NA,"NAC","NAC","NAC","NAC","Haplic acrisol",NA,"NAC",NA,"704","IndoMalay","Af","Tropical rainforest",1259,"Nykvist_1996_rosv",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2502,"Sipitang",NA,NA,NA,"NAC","Sabah","Malaysia",5,115.083333,"700",NA,"NAC","NAC","NAC","3352",NA,"","NaN","NaN","NaN","Haplic acrisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3623",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",4322,"SSA-OA (Prince Albert National Park)",NA,NA,NA,"NAC","Saskatchewan","Canada",55.566667,-106.233333,"NAC",NA,"0.1","NAC","NAC","390",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 5573",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,FALSE
"GROA",4327,"SSA-OA (Prince Albert National Park)",NA,NA,NA,"NAC","Saskatchewan","Canada",55.566667,-106.233333,"NAC",NA,"0.1","NAC","NAC","405",NA,"","NaN","NaN","NaN","Eutrocrept",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 5573",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",4321,"SSA (Nippawin)",NA,NA,NA,"NAC","Saskatchewan","Canada",53.883333,-104.883333,"NAC",NA,"0.1","NAC","NAC","390",NA,"NAC","NAC","NAC","NAC","NAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 5574",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,FALSE
"GROA",4326,"SSA (Nippawin)",NA,NA,NA,"NAC","Saskatchewan","Canada",53.883333,-104.883333,"NAC",NA,"0.1","NAC","NAC","405",NA,"NAC","NAC","NAC","NAC","Eutrocrept",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 5574",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",2198,"St. Isidore",NA,NA,NA,"NAC","Quebec","Canada",46.5804,-71.088414,"420",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13979",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,FALSE
"GROA",2258,"St. Isidore",NA,NA,NA,"NAC","Quebec","Canada",46.5804,-71.088414,"420",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13979",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1740,"Subtropical broad-leaved evergreen forest chronosequence",NA,NA,"","Shanghai","Zhejiang","China",29.46,121.66,"475","Original coordinates (29.5, 121.5) in ocean. Obtained approximate coordinates from GoogleMaps.","18","5","29","1800",NA,"NAC","NAC","NAC","NAC","NAC",NA,NA,NA,"724","IndoMalay","Cfa","Subtropical humid forest",NA,"Li_1999_ssit",NA,NA,NA,"Anderson_2006_toba",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2496,"Subtropical broad-leaved evergreen forest chronosequence",NA,NA,NA,"NAC","Zhejiang","China",29.46,121.66,"475",NA,"18","NAC","NAC","1500",NA,"","NaN","NaN","NaN","Ultisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3650",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",2199,"Sungai Wain",NA,NA,NA,"NAC","East Kalimantan","Indonesia",-1.06,116.49,"40",NA,"27","NAC","NAC","2250",NA,"sandy","NaN","NaN","NaN","Acrisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 2199",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,FALSE
"GROA",2362,"Sungai Wain",NA,NA,NA,"NAC","East Kalimantan","Indonesia",-1.06,116.49,"40",NA,"NAC","NAC","NAC","2400",NA,"sandy","NaN","NaN","NaN","NAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 2046",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"GROA",4334,"Sungai Wain",NA,NA,NA,"NAC","East Kalimantan","Indonesia",-1.06,116.49,"40",NA,"NAC","NAC","NAC","2400",NA,"sandy","NaN","NaN","NaN","NAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 2046",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1747,"Surutu",NA,NA,"","NAC","Santa Cruz","Bolivia",-17.5,-63.5,"NAC",NA,"23","NAC","NAC","1600",NA,"NAC","NAC","NAC","NAC","Inceptisol","Stands surveyed in the alluvial zone were on dystric and vertic eutro- chrepts. The soils of the uplands are mostly quartzipsammentic haplothorps on dissected terraces to the north and typic paleudults on the piedmont to the southwest.","NAC",NA,"727","Neotropics","Aw","Tropical moist forest",17,"Steininger_2000_sfsa",NA,NA,NA,"Anderson_2006_toba",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2486,"Surutu",NA,NA,NA,"NAC","Santa Cruz","Bolivia",-17.5,-63.5,"NAC",NA,"23","NAC","NAC","1600",NA,"NAC","NAC","NAC","NAC","Ultisols, Eutrochrepts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 54",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1792,"Terciopelo",NA,NA,NA,"NAC","Heredia","Costa Rica",10.427,-84.095,"140",NA,"24.8","NAC","NAC","3942",NA,"NAC","NAC","NAC","NAC","Ultisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1293,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,FALSE
"GROA",2568,"Terciopelo",NA,NA,NA,"NAC","Heredia","Costa Rica",10.427,-84.095,"140",NA,"24.8","NAC","NAC","3942",NA,"","NaN","NaN","NaN"," Ultisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13935",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1826,"Tiogo T13",NA,NA,"","NAC","Sanguie","Burkina Faso",12.263288,-2.761648,"300",NA,"NAC","16","40","785","dry season 5-7 months","NAC","NAC","NAC","NAC","dystric gleysol","dystric gleysol, ferruginous","NAC",NA,"752","Afrotropics","BSh","Tropical dry forest",318,"Nygard_2004_wyis",NA,NA,NA,NA,NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2615,"Tiogo T13",NA,NA,NA,"NAC","Sanguie","Burkina Faso",12.263288,-2.761648,"300",NA,"NAC","NAC","NAC","785",NA,"","NaN","NaN","NaN","dystric gleysol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 342",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1829,"Tirimbina",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4025,-84.1125,"261",NA,"24.1","NAC","NAC","4017",NA,"NAC","NAC","NAC","NAC","Ultisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1298,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,FALSE
"GROA",2563,"Tirimbina",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4025,-84.1125,"261",NA,"24.1","NAC","NAC","4017",NA,"","NaN","NaN","NaN"," Ultisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13940",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1863,"TUVA",NA,NA,"","NAC","Puntarenas","Costa Rica",8.4055,-83.3398,"46",NA,"27.2","NAC","NAC","4250",NA,"NAC","NAC","NAC","NAC","Ultisol",NA,"NAC",NA,"116","Neotropics","Af","Tropical rainforest",1294,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2533,"TUVA",NA,NA,NA,"NAC","Puntarenas","Costa Rica",8.4055,-83.3398,"46",NA,"27.2","NAC","NAC","4250",NA,"","NaN","NaN","NaN"," Ultisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13936",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1868,"UMBS harvest and fire chronosequence",NA,NA,"University of Michigan Biological Station (UMBS)","NAC","Michigan","United States of America",45.5916667,-84.716667,"230",NA,"5.5","NAC","NAC","817",NA,"sandy","NAC","NAC","NAC","NAC","mixed frigid Entic Haplothods (Rubicon series)",NA,NA,"360","Nearctic","Dfb","Temperate continental forest",NA,"Gough_2007_tloh","Gough_2007_tloh",NA,1,"Luyssaert_2007_cbob","Maria",296,"1",NA,NA,"",FALSE,FALSE
"GROA",2622,"UMBS harvest and fire chronosequence",NA,NA,NA,"NAC","Michigan","United States",45.591667,-84.716667,"NAC",NA,"5.5","NAC","NAC","817",NA,"92.7.1","NaN","NaN","NaN","Entic Haplothods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 2396",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1871,"University of Michigan Biological Station burn and clearcut experimental plots",NA,NA,"University of Michigan Biological Station (UMBS)","NAC","Michigan","United States of America",45.57,-84.7,"NAC",NA,"5.4","NAC","NAC","820",NA,"NAC","NAC","NAC","NAC","NAC",NA,NA,NA,"360","Nearctic","Dfb","Temperate continental forest",NA,"White_2004_baas",NA,NA,NA,"Anderson_2006_toba",NA,296,"1",NA,NA,"",FALSE,FALSE
"GROA",2437,"University of Michigan Biological Station burn and clearcut experimental plots",NA,NA,NA,"NAC","Michigan","United States",45.566667,-84.7,"NAC",NA,"6.2","NAC","NAC","820",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3625",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1879,"Valle Azul",NA,NA,"","NAC","Puntarenas","Costa Rica",9.7793,-84.9552,"37",NA,"27.7","NAC","NAC","2208",NA,"NAC","NAC","NAC","NAC","Alfisol",NA,"NAC",NA,"215","Neotropics","Aw","Tropical moist forest",1271,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2541,"Valle Azul",NA,NA,NA,"NAC","Puntarenas","Costa Rica",9.7793,-84.9552,"37",NA,"27.7","NAC","NAC","2208",NA,"","NaN","NaN","NaN"," Alfisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13913",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1886,"Vargas",NA,NA,"","NAC","Alajuela","Costa Rica",10.2981,-84.7684,"1220",NA,"20","NAC","NAC","5300",NA,"NAC","NAC","NAC","NAC","Andisol",NA,"NAC",NA,"32","Neotropics","Aw","Tropical mountain system",1312,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2558,"Vargas",NA,NA,NA,"NAC","Alajuela","Costa Rica",10.2981,-84.7684,"1220",NA,"20","NAC","NAC","5300",NA,"","NaN","NaN","NaN"," Andisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13954",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1895,"Virgen Maria",NA,NA,"","NAC","Heredia","Costa Rica",10.2822,-84.1502,"992",NA,"20.1","NAC","NAC","5002",NA,"NAC","NAC","NAC","NAC","Entisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1305,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2553,"Virgen Maria",NA,NA,NA,"NAC","Heredia","Costa Rica",10.2822,-84.1502,"992",NA,"20.1","NAC","NAC","5002",NA,"","NaN","NaN","NaN"," Entisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13947",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1897,"Volcan",NA,NA,"","NAC","Heredia","Costa Rica",10.2811,-84.1483,"937",NA,"20.4","NAC","NAC","5042",NA,"NAC","NAC","NAC","NAC","Ultisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1304,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2552,"Volcan",NA,NA,NA,"NAC","Heredia","Costa Rica",10.2811,-84.1483,"937",NA,"20.4","NAC","NAC","5042",NA,"","NaN","NaN","NaN"," Ultisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13946",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1912,"Waldo Lake (cool dry)",NA,NA,"","NAC","Oregon","United States of America",43.5,-122,"NAC",NA,"4.6","NAC","NAC","404",NA,"NAC","NAC","NAC","NAC","NAC",NA,NA,NA,"240","Nearctic","Csb","Temperate mountain system",NA,"Boone_1988_sasc",NA,"Keith_2009_rofb; Liu_2014_htpa",NA,"Keith_2009_rofb; Liu_2014_htpa","Maria",0,"0",NA,NA,"",FALSE,FALSE
"GROA",2620,"Waldo Lake (cool dry)",NA,NA,NA,"NAC","Oregon","United States",43.5,-122,"1770",NA,"NAC","NAC","NAC","2200",NA,"88.11.1","NaN","NaN","NaN","Entic Cryorthod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3793",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1928,"Wave-regenerated Balsam Fir chronosequence",NA,NA,"","NAC","New York","United States of America",44.366667,-73.9,"1200",NA,"-0.5","-13","12","1250",NA,"NAC","NAC","NAC","NAC","NAC","Typically young and thin, rarely > 50 cm deep and often < 15 cm. They tend to be highly organic (loss on ignition 35-70%) and strongly acidic (pH 3.5-5.0).",NA,NA,"784","Nearctic","Dfb","Temperate mountain system",NA,"Sprugel_1984_dbpa",NA,NA,NA,"Anderson_2006_toba",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2590,"Wave-regenerated Balsam Fir chronosequence",NA,NA,NA,"NAC","New York","United States",44.366667,-73.9,"1200",NA,"NAC","NAC","NAC","1250",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3641",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",2281,"West Bengal",NA,NA,NA,"NAC","","India",26.716667,89,"NAC",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","Inceptisols, Entisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3572",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,FALSE
"GROA",2364,"West Bengal",NA,NA,NA,"NAC","","India",26.716667,89,"NAC",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","Inceptisol, Entisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3572",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1952,"Wildfire-regenerating Jack Pine Chronosequence 1",NA,NA,NA,"NAC","Michigan","United States of America",44.516,-84.267,"NAC",NA,"6.3","NAC","NAC","690",NA,"sand","NAC","NAC","NAC","Entisol","Acidic, excessively drained, poorly developed sands of the Grayling series (Isotic, frigid Typic Udipsamments).",NA,NA,"791","Nearctic","Dfb","Temperate continental forest",NA,"Rothstein_2004_laro",NA,NA,NA,NA,NA,304,"1","1",NA,"",FALSE,FALSE
"GROA",2636,"Wildfire-regenerating Jack Pine Chronosequence 1",NA,NA,NA,"NAC","Michigan","United States",44.516667,-84.266667,"NAC",NA,"6.3","NAC","NAC","690",NA,"89..","NaN","NaN","NaN","Entisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3604",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1953,"Wildfire-regenerating Jack Pine Chronosequence 12",NA,NA,"","NAC","Michigan","United States of America",44.717,-84.483,"NAC",NA,"6.3","NAC","NAC","690",NA,"sand","NAC","NAC","NAC","Entisol","Acidic, excessively drained, poorly developed sands of the Grayling series (Isotic, frigid Typic Udipsamments).",NA,NA,"791","Nearctic","Dfb","Temperate continental forest",NA,"Rothstein_2004_laro",NA,NA,NA,NA,NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2641,"Wildfire-regenerating Jack Pine Chronosequence 12",NA,NA,NA,"NAC","Michigan","United States",44.716667,-84.483333,"NAC",NA,"6.3","NAC","NAC","690",NA,"93..","NaN","NaN","NaN","Entisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3591",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1954,"Wildfire-regenerating Jack Pine Chronosequence 14",NA,NA,NA,"NAC","Michigan","United States of America",44.45,-84.267,"NAC",NA,"6.3","NAC","NAC","690",NA,"sand","NAC","NAC","NAC","Entisol","Acidic, excessively drained, poorly developed sands of the Grayling series (Isotic, frigid Typic Udipsamments).",NA,NA,"791","Nearctic","Dfb","Temperate continental forest",NA,"Rothstein_2004_laro",NA,NA,NA,NA,NA,304,"1","1",NA,"",FALSE,FALSE
"GROA",2633,"Wildfire-regenerating Jack Pine Chronosequence 14",NA,NA,NA,"NAC","Michigan","United States",44.45,-84.266667,"NAC",NA,"6.3","NAC","NAC","690",NA,"90..","NaN","NaN","NaN","Entisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3733",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1955,"Wildfire-regenerating Jack Pine Chronosequence 2",NA,NA,NA,"NAC","Michigan","United States of America",44.6,-84,"NAC",NA,"6.3","NAC","NAC","690",NA,"sand","NAC","NAC","NAC","Entisol","Acidic, excessively drained, poorly developed sands of the Grayling series (Isotic, frigid Typic Udipsamments).",NA,NA,"791","Nearctic","Dfb","Temperate continental forest",NA,"Rothstein_2004_laro",NA,NA,NA,NA,NA,305,"1","1",NA,"",FALSE,FALSE
"GROA",2640,"Wildfire-regenerating Jack Pine Chronosequence 2",NA,NA,NA,"NAC","Michigan","United States",44.6,-84,"NAC",NA,"6.3","NAC","NAC","690",NA,"90..","NaN","NaN","NaN","Entisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3815",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1956,"Wildfire-regenerating Jack Pine Chronosequence 22",NA,NA,NA,"NAC","Michigan","United States of America",44.6,-84.05,"NAC",NA,"6.3","NAC","NAC","690",NA,"sand","NAC","NAC","NAC","Entisol","Acidic, excessively drained, poorly developed sands of the Grayling series (Isotic, frigid Typic Udipsamments).",NA,NA,"791","Nearctic","Dfb","Temperate continental forest",NA,"Rothstein_2004_laro",NA,NA,NA,NA,NA,305,"1","1",NA,"",FALSE,FALSE
"GROA",2639,"Wildfire-regenerating Jack Pine Chronosequence 22",NA,NA,NA,"NAC","Michigan","United States",44.6,-84.05,"NAC",NA,"6.3","NAC","NAC","690",NA,"91..","NaN","NaN","NaN","Entisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3624",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1957,"Wildfire-regenerating Jack Pine Chronosequence 27",NA,NA,"","NAC","Michigan","United States of America",44.717,-84.417,"NAC",NA,"6.3","NAC","NAC","690",NA,"sand","NAC","NAC","NAC","Entisol","Acidic, excessively drained, poorly developed sands of the Grayling series (Isotic, frigid Typic Udipsamments).",NA,NA,"791","Nearctic","Dfb","Temperate continental forest",NA,"Rothstein_2004_laro",NA,NA,NA,NA,NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2642,"Wildfire-regenerating Jack Pine Chronosequence 27",NA,NA,NA,"NAC","Michigan","United States",44.716667,-84.416667,"NAC",NA,"6.3","NAC","NAC","690",NA,"92..","NaN","NaN","NaN","Entisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3825",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1958,"Wildfire-regenerating Jack Pine Chronosequence 36",NA,NA,NA,"NAC","Michigan","United States of America",44.433,-84.233,"NAC",NA,"6.3","NAC","NAC","690",NA,"sand","NAC","NAC","NAC","Entisol","Acidic, excessively drained, poorly developed sands of the Grayling series (Isotic, frigid Typic Udipsamments).",NA,NA,"791","Nearctic","Dfb","Temperate continental forest",NA,"Rothstein_2004_laro",NA,NA,NA,NA,NA,304,"1","1",NA,"",FALSE,FALSE
"GROA",2632,"Wildfire-regenerating Jack Pine Chronosequence 36",NA,NA,NA,"NAC","Michigan","United States",44.433333,-84.233333,"NAC",NA,"6.3","NAC","NAC","690",NA,"92..","NaN","NaN","NaN","Entisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3743",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",1959,"Wildfire-regenerating Jack Pine Chronosequence 4",NA,NA,NA,"NAC","Michigan","United States of America",44.47,-84.3,"NAC",NA,"6.3","NAC","NAC","690",NA,"sand","NAC","NAC","NAC","Entisol","Acidic, excessively drained, poorly developed sands of the Grayling series (Isotic, frigid Typic Udipsamments).",NA,NA,"791","Nearctic","Dfb","Temperate continental forest",NA,"Rothstein_2004_laro",NA,NA,NA,NA,NA,304,"1","1",NA,"",FALSE,FALSE
