"site.ID","sites.sitename","network","alt.names","super.site","city","state","country","lat","lon","masl","geography.notes","mat","min.temp","max.temp","map","climate.notes","soil.texture","sand","silt","clay","soil.classification","soil.notes","hydrology.notes","site.notes","geographic.area","biogeog","Koeppen","FAO.ecozone","site.ID.v1","measurement.refs","site.ref","ref.notes","lacks.info.from.ori.pub","loaded.from","loaded.by","potential_duplicate_group","potential_duplicate_group_parsed","confirmed.unique","potential.duplicates.manual","duplicate.notes","NEW_RECORD","GROA.site.ID"
3987,"Shanxi 22",NA,NA,NA,"NAC","","China",37.03,111.11,"1555",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4811
3988,"Shanxi 23",NA,NA,NA,"NAC","","China",37.05,111.11,"1690",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4812
3989,"Shanxi 37",NA,NA,NA,"NAC","","China",37.05,111.2,"1780",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4826
3990,"Shanxi 48",NA,NA,NA,"NAC","","China",37.05,111.25,"1803",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4837
3991,"Shanxi 59",NA,NA,NA,"NAC","","China",37.05,111.29,"1150",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4848
3992,"Shanxi 410",NA,NA,NA,"NAC","","China",37.05,113.5,"1556",NA,"14","NAC","NAC","570",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5199
3993,"Shanxi 55",NA,NA,NA,"NAC","","China",37.07,111.27,"1480",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4844
3994,"Shanxi 62",NA,NA,NA,"NAC","","China",37.07,111.31,"1430",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4851
3995,"Shanxi 414",NA,NA,NA,"NAC","","China",37.07,113.52,"1798",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5203
3996,"Shanxi 38",NA,NA,NA,"NAC","","China",37.08,111.2,"1970",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4827
3997,"Shanxi 49",NA,NA,NA,"NAC","","China",37.08,111.25,"1850",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4838
3998,"Shanxi 60",NA,NA,NA,"NAC","","China",37.08,111.29,"1244",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4849
3999,"Shanxi 63",NA,NA,NA,"NAC","","China",37.1,111.31,"1630",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4852
4000,"Shanxi 24",NA,NA,NA,"NAC","","China",37.12,111.11,"1820",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4813
4001,"Shanxi 39",NA,NA,NA,"NAC","","China",37.12,111.2,"1750",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4828
4002,"Shanxi 43",NA,NA,NA,"NAC","","China",37.12,111.23,"1700",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4832
4003,"Shanxi 50",NA,NA,NA,"NAC","","China",37.12,111.25,"1720",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4839
4004,"Shanxi 85",NA,NA,NA,"NAC","","China",37.12,111.38,"1340",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4874
4005,"Shanxi 406",NA,NA,NA,"NAC","","China",37.12,113.45,"1600",NA,"14","NAC","NAC","570",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5195
4006,"Shanxi 411",NA,NA,NA,"NAC","","China",37.12,113.5,"1845",NA,"14","NAC","NAC","570",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5200
4007,"Shanxi 29",NA,NA,NA,"NAC","","China",37.13,111.18,"1530",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4818
4008,"Shanxi 415",NA,NA,NA,"NAC","","China",37.18,113.52,"1856",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5204
4009,"Mouping Shandong ",NA,NA,NA,"NAC","","China",37.2,121.7,"275",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,371,"Asia","Cwa","Temperate continental forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4434
4010,"Shanxi 86",NA,NA,NA,"NAC","","China",37.2,111.38,"1482",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4875
4011,"Shanxi 417",NA,NA,NA,"NAC","","China",37.2,113.55,"2000",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5206
4012,"Shanxi 27",NA,NA,NA,"NAC","","China",37.22,111.14,"1680",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4816
4013,"Shanxi 30",NA,NA,NA,"NAC","","China",37.22,111.18,"1640",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4819
4014,"Shanxi 51",NA,NA,NA,"NAC","","China",37.22,111.25,"1500",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4840
4015,"Shanxi 381",NA,NA,NA,"NAC","","China",37.23,112.51,"1320",NA,"10","NAC","NAC","395",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,362,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5170
4016,"Shanxi 44",NA,NA,NA,"NAC","","China",37.25,111.23,"1500",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4833
4017,"Shanxi 52",NA,NA,NA,"NAC","","China",37.27,111.25,"1589",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4841
4018,"Shanxi 418",NA,NA,NA,"NAC","","China",37.27,113.59,"1700",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5207
4019,"Shanxi 31",NA,NA,NA,"NAC","","China",37.28,111.18,"1530",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4820
4020,"Shanxi 45",NA,NA,NA,"NAC","","China",37.3,111.23,"1395",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4834
4021,"Shanxi 87",NA,NA,NA,"NAC","","China",37.3,111.38,"1520",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4876
4022,"Shanxi 408",NA,NA,NA,"NAC","","China",37.32,113.48,"1551",NA,"14","NAC","NAC","570",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5197
4023,"Shanxi 405",NA,NA,NA,"NAC","","China",37.33,113.37,"1520",NA,"14","NAC","NAC","570",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5194
4024,"Shanxi 64",NA,NA,NA,"NAC","","China",37.35,111.32,"1550",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4853
4025,"Shanxi 88",NA,NA,NA,"NAC","","China",37.37,111.38,"1780",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4877
4026,"Shanxi 119",NA,NA,NA,"NAC","","China",37.37,111.5,"1533",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4908
4027,"Shanxi 65",NA,NA,NA,"NAC","","China",37.4,111.32,"1800",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4854
4028,"Shanxi 71",NA,NA,NA,"NAC","","China",37.4,111.34,"1840",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4860
4029,"Shanxi 76",NA,NA,NA,"NAC","","China",37.4,111.36,"1825",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4865
4030,"Shanxi 409",NA,NA,NA,"NAC","","China",37.4,113.48,"1445",NA,"14","NAC","NAC","570",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5198
4031,"Shanxi 94",NA,NA,NA,"NAC","","China",37.42,111.41,"1659",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4883
4032,"Shanxi 166",NA,NA,NA,"NAC","","China",37.42,111.7,"1590",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","BSk","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4955
4033,"Shanxi 407",NA,NA,NA,"NAC","","China",37.42,113.46,"1490",NA,"14","NAC","NAC","570",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5196
4034,"Shanxi 401",NA,NA,NA,"NAC","","China",37.43,113.35,"1500",NA,"14","NAC","NAC","570",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5190
4035,"Shanxi 140",NA,NA,NA,"NAC","","China",37.47,111.59,"2020",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","BSk","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4929
4036,"Shanxi 167",NA,NA,NA,"NAC","","China",37.47,111.7,"1595",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","BSk","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4956
4037,"Shanxi 175",NA,NA,NA,"NAC","","China",37.47,111.72,"1690",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","BSk","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4964
4038,"Shanxi 180",NA,NA,NA,"NAC","","China",37.47,111.75,"1620",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","BSk","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4969
4039,"Shanxi 185",NA,NA,NA,"NAC","","China",37.47,111.77,"1575",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","BSk","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4974
4040,"Shanxi 194",NA,NA,NA,"NAC","","China",37.47,111.81,"1650",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","BSk","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4983
4041,"Shanxi 389",NA,NA,NA,"NAC","","China",37.47,113.27,"1600",NA,"14","NAC","NAC","570",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5178
4042,"Shanxi 391",NA,NA,NA,"NAC","","China",37.47,113.28,"1641",NA,"14","NAC","NAC","570",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5180
4043,"Shanxi 395",NA,NA,NA,"NAC","","China",37.47,113.31,"1430",NA,"14","NAC","NAC","570",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5184
4044,"Shanxi 398",NA,NA,NA,"NAC","","China",37.47,113.33,"1582",NA,"14","NAC","NAC","570",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5187
4045,"Shanxi 402",NA,NA,NA,"NAC","","China",37.47,113.35,"1590",NA,"14","NAC","NAC","570",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5191
4046,"Shanxi 89",NA,NA,NA,"NAC","","China",37.48,111.38,"1480",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4878
4047,"Shanxi 97",NA,NA,NA,"NAC","","China",37.48,111.43,"1712",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4886
4048,"Shanxi 132",NA,NA,NA,"NAC","","China",37.48,111.57,"1880",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","BSk","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4921
4049,"Shanxi 162",NA,NA,NA,"NAC","","China",37.48,111.68,"1810",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","BSk","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4951
4050,"Shanxi 181",NA,NA,NA,"NAC","","China",37.48,111.75,"1620",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","BSk","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4970
4051,"Shanxi 191",NA,NA,NA,"NAC","","China",37.48,111.79,"1620",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","BSk","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4980
4052,"Shanxi 204",NA,NA,NA,"NAC","","China",37.48,111.84,"1490",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","BSk","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4993
4053,"Shanxi 228",NA,NA,NA,"NAC","","China",37.48,111.9,"1550",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","BSk","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5017
4054,"Jiaocheng Shanxi ",NA,NA,NA,"NAC","","China",37.5,112.1,"1800",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwa","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4204
4055,"Jiaokou Shanxi ",NA,NA,NA,"NAC","","China",37.5,111.1,"1785",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4205
4056,"Shanxi 141",NA,NA,NA,"NAC","","China",37.5,111.59,"1750",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4930
4057,"Shanxi 176",NA,NA,NA,"NAC","","China",37.5,111.72,"1680",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4965
4058,"Shanxi 214",NA,NA,NA,"NAC","","China",37.5,111.86,"1460",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,364,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5003
4059,"Shanxi 403",NA,NA,NA,"NAC","","China",37.5,113.35,"1575",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,366,"Asia","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5192
